"","year","model","anomaly"
"509",1950,"MIROC-ES2L.nc",17.4904822541398
"510",1950,"MIROC6.nc",17.8452808199535
"511",1951,"ACCESS-CM2.nc",17.1453469125171
"512",1951,"CESM2-WACCM.nc",18.7141795429065
"513",1951,"CIESM.nc",18.8748696157265
"514",1951,"CMCC-CM2-SR5.nc",18.1071320685109
"515",1951,"CMCC-ESM2.nc",17.9973485750621
"516",1951,"CNRM-CM6-1.nc",18.1723929370603
"517",1951,"EC-Earth3-CC.nc",18.8581135221662
"518",1951,"INM-CM5-0.nc",17.0273676719021
"519",1951,"MIROC-ES2L.nc",17.7651540130189
"520",1951,"MIROC6.nc",17.6949491669063
"521",1952,"ACCESS-CM2.nc",17.2463574528401
"522",1952,"CESM2-WACCM.nc",18.5221658124222
"523",1952,"CIESM.nc",18.9637421215733
"524",1952,"CMCC-CM2-SR5.nc",17.6884753843095
"525",1952,"CMCC-ESM2.nc",18.2624795870162
"526",1952,"CNRM-CM6-1.nc",17.9590157749659
"527",1952,"EC-Earth3-CC.nc",18.93481702276
"528",1952,"INM-CM5-0.nc",17.0024730755526
"529",1952,"MIROC-ES2L.nc",17.7366796819876
"530",1952,"MIROC6.nc",17.6476489585753
"531",1953,"ACCESS-CM2.nc",17.456427852599
"532",1953,"CESM2-WACCM.nc",18.1797312727443
"533",1953,"CIESM.nc",19.2947218924568
"534",1953,"CMCC-CM2-SR5.nc",17.7792073149446
"535",1953,"CMCC-ESM2.nc",17.8999867128815
"536",1953,"CNRM-CM6-1.nc",18.3686464363221
"537",1953,"EC-Earth3-CC.nc",18.9202004904002
"538",1953,"INM-CM5-0.nc",16.9799879850908
"539",1953,"MIROC-ES2L.nc",17.5551172727994
"540",1953,"MIROC6.nc",17.6901768676098
"541",1954,"ACCESS-CM2.nc",17.2331686532188
"542",1954,"CESM2-WACCM.nc",18.7294834961759
"543",1954,"CIESM.nc",19.2593195508591
"544",1954,"CMCC-CM2-SR5.nc",17.9307117957076
"545",1954,"CMCC-ESM2.nc",17.9861877792658
"546",1954,"CNRM-CM6-1.nc",18.2091097449986
"547",1954,"EC-Earth3-CC.nc",18.720142587525
"548",1954,"INM-CM5-0.nc",16.7800079889042
"549",1954,"MIROC-ES2L.nc",17.7456348957119
"550",1954,"MIROC6.nc",17.6772741812419
"551",1955,"ACCESS-CM2.nc",16.9532127074103
"552",1955,"CESM2-WACCM.nc",18.5417811941628
"553",1955,"CIESM.nc",19.258872489633
"554",1955,"CMCC-CM2-SR5.nc",18.3756759698833
"555",1955,"CMCC-ESM2.nc",17.7618177359111
"556",1955,"CNRM-CM6-1.nc",18.1677575153889
"557",1955,"EC-Earth3-CC.nc",18.7908064881982
"558",1955,"INM-CM5-0.nc",16.9823982679024
"559",1955,"MIROC-ES2L.nc",17.9081568897055
"560",1955,"MIROC6.nc",18.0774141609573
"561",1956,"ACCESS-CM2.nc",17.0423754872167
"562",1956,"CESM2-WACCM.nc",18.6386943599278
"563",1956,"CIESM.nc",19.3557496720156
"564",1956,"CMCC-CM2-SR5.nc",18.1437230021337
"565",1956,"CMCC-ESM2.nc",17.8646115789172
"566",1956,"CNRM-CM6-1.nc",18.1652003531055
"567",1956,"EC-Earth3-CC.nc",18.3986383831038
"568",1956,"INM-CM5-0.nc",17.4353063103497
"569",1956,"MIROC-ES2L.nc",17.9512769204077
"570",1956,"MIROC6.nc",18.1559291847189
"571",1957,"ACCESS-CM2.nc",17.1566162473862
"572",1957,"CESM2-WACCM.nc",18.1461345165053
"573",1957,"CIESM.nc",19.2374097930904
"574",1957,"CMCC-CM2-SR5.nc",17.7134494385141
"575",1957,"CMCC-ESM2.nc",17.9458372771797
"576",1957,"CNRM-CM6-1.nc",18.0125418672898
"577",1957,"EC-Earth3-CC.nc",18.6184915804174
"578",1957,"INM-CM5-0.nc",17.5670869072374
"579",1957,"MIROC-ES2L.nc",17.4397571385466
"580",1957,"MIROC6.nc",18.0108521557917
"581",1958,"ACCESS-CM2.nc",17.3012526736922
"582",1958,"CESM2-WACCM.nc",17.9028611774678
"583",1958,"CIESM.nc",19.4239950045859
"584",1958,"CMCC-CM2-SR5.nc",17.6003854124929
"585",1958,"CMCC-ESM2.nc",17.856149932625
"586",1958,"CNRM-CM6-1.nc",18.0724995731175
"587",1958,"EC-Earth3-CC.nc",18.4009204347158
"588",1958,"INM-CM5-0.nc",17.1985412923319
"589",1958,"MIROC-ES2L.nc",17.4340757418807
"590",1958,"MIROC6.nc",17.7450660205204
"591",1959,"ACCESS-CM2.nc",17.1361384880625
"592",1959,"CESM2-WACCM.nc",18.0162704750574
"593",1959,"CIESM.nc",19.4376215145692
"594",1959,"CMCC-CM2-SR5.nc",17.5415307263578
"595",1959,"CMCC-ESM2.nc",17.5470372245704
"596",1959,"CNRM-CM6-1.nc",17.9539390485274
"597",1959,"EC-Earth3-CC.nc",18.413679814087
"598",1959,"INM-CM5-0.nc",17.3514240053253
"599",1959,"MIROC-ES2L.nc",17.6947911843456
"600",1959,"MIROC6.nc",17.7304091344207
"601",1960,"ACCESS-CM2.nc",17.2019115853715
"602",1960,"CESM2-WACCM.nc",17.5512198995314
"603",1960,"CIESM.nc",19.3372509271577
"604",1960,"CMCC-CM2-SR5.nc",17.680464345732
"605",1960,"CMCC-ESM2.nc",17.4775778245464
"606",1960,"CNRM-CM6-1.nc",17.9768346931179
"607",1960,"EC-Earth3-CC.nc",18.4221363021751
"608",1960,"INM-CM5-0.nc",17.1915278338515
"609",1960,"MIROC-ES2L.nc",17.8874092046357
"610",1960,"MIROC6.nc",17.5308004930011
"611",1961,"ACCESS-CM2.nc",17.0397237115289
"612",1961,"CESM2-WACCM.nc",18.138658496625
"613",1961,"CIESM.nc",18.8292148062339
"614",1961,"CMCC-CM2-SR5.nc",17.7699808824524
"615",1961,"CMCC-ESM2.nc",17.3846096013863
"616",1961,"CNRM-CM6-1.nc",17.7156765110335
"617",1961,"EC-Earth3-CC.nc",18.7314360157142
"618",1961,"INM-CM5-0.nc",17.1154164551717
"619",1961,"MIROC-ES2L.nc",17.3839430088704
"620",1961,"MIROC6.nc",17.6713401088527
"621",1962,"ACCESS-CM2.nc",17.300833234596
"622",1962,"CESM2-WACCM.nc",18.2663430695927
"623",1962,"CIESM.nc",18.762436340821
"624",1962,"CMCC-CM2-SR5.nc",17.9227918990277
"625",1962,"CMCC-ESM2.nc",17.4610534619277
"626",1962,"CNRM-CM6-1.nc",17.989208197977
"627",1962,"EC-Earth3-CC.nc",18.9271271824355
"628",1962,"INM-CM5-0.nc",17.1997201670935
"629",1962,"MIROC-ES2L.nc",17.38244804783
"630",1962,"MIROC6.nc",17.8882951205717
"631",1963,"ACCESS-CM2.nc",17.1096739978647
"632",1963,"CESM2-WACCM.nc",18.3840206707819
"633",1963,"CIESM.nc",18.9013497117351
"634",1963,"CMCC-CM2-SR5.nc",17.9468770984253
"635",1963,"CMCC-ESM2.nc",17.3283608613592
"636",1963,"CNRM-CM6-1.nc",18.060122935081
"637",1963,"EC-Earth3-CC.nc",18.3582273399911
"638",1963,"INM-CM5-0.nc",17.3212961313922
"639",1963,"MIROC-ES2L.nc",17.4419872676775
"640",1963,"MIROC6.nc",17.4539050609633
"641",1964,"ACCESS-CM2.nc",16.7880331205333
"642",1964,"CESM2-WACCM.nc",17.79903784241
"643",1964,"CIESM.nc",19.1107221449357
"644",1964,"CMCC-CM2-SR5.nc",18.3212731634797
"645",1964,"CMCC-ESM2.nc",17.6276137775784
"646",1964,"CNRM-CM6-1.nc",18.0799795445017
"647",1964,"EC-Earth3-CC.nc",18.407558888353
"648",1964,"INM-CM5-0.nc",17.0145272997614
"649",1964,"MIROC-ES2L.nc",17.6648621332911
"650",1964,"MIROC6.nc",17.3218855897939
"651",1965,"ACCESS-CM2.nc",16.9672992446519
"652",1965,"CESM2-WACCM.nc",18.2112098153554
"653",1965,"CIESM.nc",19.068263450038
"654",1965,"CMCC-CM2-SR5.nc",17.9283336877144
"655",1965,"CMCC-ESM2.nc",17.4195111942074
"656",1965,"CNRM-CM6-1.nc",17.6925505126325
"657",1965,"EC-Earth3-CC.nc",18.5587540574289
"658",1965,"INM-CM5-0.nc",17.1370141000329
"659",1965,"MIROC-ES2L.nc",17.8173877396892
"660",1965,"MIROC6.nc",17.0424671983841
"661",1966,"ACCESS-CM2.nc",17.2229887346711
"662",1966,"CESM2-WACCM.nc",18.4615874104207
"663",1966,"CIESM.nc",19.1322355962697
"664",1966,"CMCC-CM2-SR5.nc",17.7445088086859
"665",1966,"CMCC-ESM2.nc",17.8254116155009
"666",1966,"CNRM-CM6-1.nc",17.9384216939245
"667",1966,"EC-Earth3-CC.nc",18.5238612582699
"668",1966,"INM-CM5-0.nc",17.1192264905923
"669",1966,"MIROC-ES2L.nc",17.5787049390515
"670",1966,"MIROC6.nc",17.5027096537454
"671",1967,"ACCESS-CM2.nc",17.0832392678614
"672",1967,"CESM2-WACCM.nc",18.2804001731521
"673",1967,"CIESM.nc",18.9895858865258
"674",1967,"CMCC-CM2-SR5.nc",17.4498011848754
"675",1967,"CMCC-ESM2.nc",17.9051562241189
"676",1967,"CNRM-CM6-1.nc",17.9425552360664
"677",1967,"EC-Earth3-CC.nc",18.5151896921569
"678",1967,"INM-CM5-0.nc",16.7963561234287
"679",1967,"MIROC-ES2L.nc",17.4638654723131
"680",1967,"MIROC6.nc",18.0049889788313
"681",1968,"ACCESS-CM2.nc",17.251952725302
"682",1968,"CESM2-WACCM.nc",18.3637996054309
"683",1968,"CIESM.nc",18.9908826705843
"684",1968,"CMCC-CM2-SR5.nc",17.5794258111089
"685",1968,"CMCC-ESM2.nc",17.5988841852209
"686",1968,"CNRM-CM6-1.nc",18.306177341974
"687",1968,"EC-Earth3-CC.nc",18.4857950108664
"688",1968,"INM-CM5-0.nc",17.078458906616
"689",1968,"MIROC-ES2L.nc",17.6534289141502
"690",1968,"MIROC6.nc",17.6967553014569
"691",1969,"ACCESS-CM2.nc",16.8797242796858
"692",1969,"CESM2-WACCM.nc",18.1558220466287
"693",1969,"CIESM.nc",19.3240130004301
"694",1969,"CMCC-CM2-SR5.nc",17.8640617403653
"695",1969,"CMCC-ESM2.nc",16.99332698379
"696",1969,"CNRM-CM6-1.nc",18.1300730452059
"697",1969,"EC-Earth3-CC.nc",18.7811827693198
"698",1969,"INM-CM5-0.nc",16.9105742370099
"699",1969,"MIROC-ES2L.nc",17.7006791848723
"700",1969,"MIROC6.nc",17.5295721201053
"701",1970,"ACCESS-CM2.nc",16.8619174300246
"702",1970,"CESM2-WACCM.nc",17.9633117432563
"703",1970,"CIESM.nc",19.3095615475894
"704",1970,"CMCC-CM2-SR5.nc",18.1011745499239
"705",1970,"CMCC-ESM2.nc",16.8896300864447
"706",1970,"CNRM-CM6-1.nc",18.1751315625323
"707",1970,"EC-Earth3-CC.nc",18.2892639210021
"708",1970,"INM-CM5-0.nc",16.7810890538901
"709",1970,"MIROC-ES2L.nc",17.3296511564238
"710",1970,"MIROC6.nc",17.5232054922935
"711",1971,"ACCESS-CM2.nc",17.0516909873596
"712",1971,"CESM2-WACCM.nc",18.2597613076934
"713",1971,"CIESM.nc",19.2560196582136
"714",1971,"CMCC-CM2-SR5.nc",18.2099157220674
"715",1971,"CMCC-ESM2.nc",17.1789251589267
"716",1971,"CNRM-CM6-1.nc",17.9519819060267
"717",1971,"EC-Earth3-CC.nc",18.4009670943743
"718",1971,"INM-CM5-0.nc",16.9460842273336
"719",1971,"MIROC-ES2L.nc",17.5896834363098
"720",1971,"MIROC6.nc",17.5960955350599
"721",1972,"ACCESS-CM2.nc",17.3509463175935
"722",1972,"CESM2-WACCM.nc",18.5345151412924
"723",1972,"CIESM.nc",19.1753808228856
"724",1972,"CMCC-CM2-SR5.nc",18.0154503832993
"725",1972,"CMCC-ESM2.nc",17.5803166107357
"726",1972,"CNRM-CM6-1.nc",18.0809814921924
"727",1972,"EC-Earth3-CC.nc",18.3366203528724
"728",1972,"INM-CM5-0.nc",16.6891606426435
"729",1972,"MIROC-ES2L.nc",17.4374546980644
"730",1972,"MIROC6.nc",17.4188036901685
"731",1973,"ACCESS-CM2.nc",16.8398654479313
"732",1973,"CESM2-WACCM.nc",18.0880604834834
"733",1973,"CIESM.nc",19.2124964460672
"734",1973,"CMCC-CM2-SR5.nc",17.7724569070135
"735",1973,"CMCC-ESM2.nc",17.641001337141
"736",1973,"CNRM-CM6-1.nc",18.32940002827
"737",1973,"EC-Earth3-CC.nc",18.553635427164
"738",1973,"INM-CM5-0.nc",16.8461622431531
"739",1973,"MIROC-ES2L.nc",17.5139362725123
"740",1973,"MIROC6.nc",17.5723047579557
"741",1974,"ACCESS-CM2.nc",17.3097372441229
"742",1974,"CESM2-WACCM.nc",18.352917878634
"743",1974,"CIESM.nc",19.0518560242441
"744",1974,"CMCC-CM2-SR5.nc",17.7429691158212
"745",1974,"CMCC-ESM2.nc",17.9306120978831
"746",1974,"CNRM-CM6-1.nc",18.4412763758877
"747",1974,"EC-Earth3-CC.nc",18.6990858065001
"748",1974,"INM-CM5-0.nc",17.0587065224363
"749",1974,"MIROC-ES2L.nc",18.006495492699
"750",1974,"MIROC6.nc",17.6570995815541
"751",1975,"ACCESS-CM2.nc",17.2877505785384
"752",1975,"CESM2-WACCM.nc",18.2983535517874
"753",1975,"CIESM.nc",19.1063609905517
"754",1975,"CMCC-CM2-SR5.nc",17.6200212252377
"755",1975,"CMCC-ESM2.nc",17.7781404452791
"756",1975,"CNRM-CM6-1.nc",18.2328502378089
"757",1975,"EC-Earth3-CC.nc",18.7243967161789
"758",1975,"INM-CM5-0.nc",16.9215806386629
"759",1975,"MIROC-ES2L.nc",17.6999438878559
"760",1975,"MIROC6.nc",17.4519604805095
"761",1976,"ACCESS-CM2.nc",16.9237995513843
"762",1976,"CESM2-WACCM.nc",18.2786387529091
"763",1976,"CIESM.nc",19.7180104296195
"764",1976,"CMCC-CM2-SR5.nc",17.764440593226
"765",1976,"CMCC-ESM2.nc",17.7586396358658
"766",1976,"CNRM-CM6-1.nc",18.2126023402284
"767",1976,"EC-Earth3-CC.nc",18.4476617148478
"768",1976,"INM-CM5-0.nc",17.228499052964
"769",1976,"MIROC-ES2L.nc",17.5705877924544
"770",1976,"MIROC6.nc",17.5467246238881
"771",1977,"ACCESS-CM2.nc",16.9895252289757
"772",1977,"CESM2-WACCM.nc",18.4744836824259
"773",1977,"CIESM.nc",18.8420400104429
"774",1977,"CMCC-CM2-SR5.nc",18.0143722351717
"775",1977,"CMCC-ESM2.nc",17.7850181883544
"776",1977,"CNRM-CM6-1.nc",17.838994422751
"777",1977,"EC-Earth3-CC.nc",18.4515400525261
"778",1977,"INM-CM5-0.nc",17.3076179706674
"779",1977,"MIROC-ES2L.nc",17.4966941005777
"780",1977,"MIROC6.nc",17.6058548621222
"781",1978,"ACCESS-CM2.nc",17.3569662151535
"782",1978,"CESM2-WACCM.nc",18.5355082705267
"783",1978,"CIESM.nc",18.9441928339178
"784",1978,"CMCC-CM2-SR5.nc",18.0639818268563
"785",1978,"CMCC-ESM2.nc",17.9924115453915
"786",1978,"CNRM-CM6-1.nc",18.2272572061702
"787",1978,"EC-Earth3-CC.nc",18.3244883651852
"788",1978,"INM-CM5-0.nc",17.1433028702309
"789",1978,"MIROC-ES2L.nc",17.5365484687889
"790",1978,"MIROC6.nc",17.6503879481006
"791",1979,"ACCESS-CM2.nc",16.9045911084186
"792",1979,"CESM2-WACCM.nc",18.3343466911368
"793",1979,"CIESM.nc",18.9645992732032
"794",1979,"CMCC-CM2-SR5.nc",18.5981169573048
"795",1979,"CMCC-ESM2.nc",18.2049051418617
"796",1979,"CNRM-CM6-1.nc",18.1132283983446
"797",1979,"EC-Earth3-CC.nc",18.714484561749
"798",1979,"INM-CM5-0.nc",17.1288905493626
"799",1979,"MIROC-ES2L.nc",17.7148307113149
"800",1979,"MIROC6.nc",17.7003501063749
"801",1980,"ACCESS-CM2.nc",16.9129416054448
"802",1980,"CESM2-WACCM.nc",18.3310041413968
"803",1980,"CIESM.nc",19.3923398246582
"804",1980,"CMCC-CM2-SR5.nc",18.2003988639766
"805",1980,"CMCC-ESM2.nc",17.9819830665306
"806",1980,"CNRM-CM6-1.nc",18.1177358656218
"807",1980,"EC-Earth3-CC.nc",18.8350550910764
"808",1980,"INM-CM5-0.nc",17.1183471778985
"809",1980,"MIROC-ES2L.nc",17.7053090452426
"810",1980,"MIROC6.nc",17.6107584596825
"811",1981,"ACCESS-CM2.nc",17.3097724614829
"812",1981,"CESM2-WACCM.nc",18.3733127999113
"813",1981,"CIESM.nc",19.2069350819927
"814",1981,"CMCC-CM2-SR5.nc",18.1314355387521
"815",1981,"CMCC-ESM2.nc",17.9211355855224
"816",1981,"CNRM-CM6-1.nc",18.2189813750997
"817",1981,"EC-Earth3-CC.nc",18.7162553450809
"818",1981,"INM-CM5-0.nc",17.0421106152689
"819",1981,"MIROC-ES2L.nc",17.2486506140522
"820",1981,"MIROC6.nc",17.6063263070412
"821",1982,"ACCESS-CM2.nc",17.2430539187248
"822",1982,"CESM2-WACCM.nc",18.1099769336008
"823",1982,"CIESM.nc",19.093459991828
"824",1982,"CMCC-CM2-SR5.nc",18.2075731494781
"825",1982,"CMCC-ESM2.nc",18.3637994128593
"826",1982,"CNRM-CM6-1.nc",17.9912943719015
"827",1982,"EC-Earth3-CC.nc",18.7602023524123
"828",1982,"INM-CM5-0.nc",16.9034523397719
"829",1982,"MIROC-ES2L.nc",17.4277978208851
"830",1982,"MIROC6.nc",17.832246219146
"831",1983,"ACCESS-CM2.nc",17.2099728356784
"832",1983,"CESM2-WACCM.nc",18.1280323099185
"833",1983,"CIESM.nc",19.0279850292928
"834",1983,"CMCC-CM2-SR5.nc",18.543728440939
"835",1983,"CMCC-ESM2.nc",18.2821675721006
"836",1983,"CNRM-CM6-1.nc",17.9188160324279
"837",1983,"EC-Earth3-CC.nc",18.4711619176136
"838",1983,"INM-CM5-0.nc",16.5830982476934
"839",1983,"MIROC-ES2L.nc",17.6075720269229
"840",1983,"MIROC6.nc",17.7762206971913
"841",1984,"ACCESS-CM2.nc",16.8583943382104
"842",1984,"CESM2-WACCM.nc",18.3317768160231
"843",1984,"CIESM.nc",19.0656713191942
"844",1984,"CMCC-CM2-SR5.nc",18.2945087536099
"845",1984,"CMCC-ESM2.nc",17.9405837189542
"846",1984,"CNRM-CM6-1.nc",17.9098323317353
"847",1984,"EC-Earth3-CC.nc",18.5570272228953
"848",1984,"INM-CM5-0.nc",16.7420348684049
"849",1984,"MIROC-ES2L.nc",17.6605176344311
"850",1984,"MIROC6.nc",17.8540061335772
"851",1985,"ACCESS-CM2.nc",17.1488617338445
"852",1985,"CESM2-WACCM.nc",18.1012704736279
"853",1985,"CIESM.nc",18.9656274257089
"854",1985,"CMCC-CM2-SR5.nc",18.7732791648035
"855",1985,"CMCC-ESM2.nc",18.0234892891044
"856",1985,"CNRM-CM6-1.nc",18.4862676930873
"857",1985,"EC-Earth3-CC.nc",18.5576785522985
"858",1985,"INM-CM5-0.nc",16.9320346969246
"859",1985,"MIROC-ES2L.nc",17.5918259602467
"860",1985,"MIROC6.nc",17.802344861689
"861",1986,"ACCESS-CM2.nc",16.6911198098991
"862",1986,"CESM2-WACCM.nc",18.1334483603874
"863",1986,"CIESM.nc",19.1888934592731
"864",1986,"CMCC-CM2-SR5.nc",18.250900471981
"865",1986,"CMCC-ESM2.nc",18.0230945431067
"866",1986,"CNRM-CM6-1.nc",18.3267254534288
"867",1986,"EC-Earth3-CC.nc",18.8515219417704
"868",1986,"INM-CM5-0.nc",17.2183898993786
"869",1986,"MIROC-ES2L.nc",17.272029242966
"870",1986,"MIROC6.nc",17.9662584029029
"871",1987,"ACCESS-CM2.nc",17.0798349117661
"872",1987,"CESM2-WACCM.nc",18.2237850080523
"873",1987,"CIESM.nc",19.1298554718787
"874",1987,"CMCC-CM2-SR5.nc",18.3872917292227
"875",1987,"CMCC-ESM2.nc",18.1280227524612
"876",1987,"CNRM-CM6-1.nc",18.3863847077945
"877",1987,"EC-Earth3-CC.nc",18.993067992027
"878",1987,"INM-CM5-0.nc",17.1165091244271
"879",1987,"MIROC-ES2L.nc",17.4483595463646
"880",1987,"MIROC6.nc",17.8826892586318
"881",1988,"ACCESS-CM2.nc",17.1965901202569
"882",1988,"CESM2-WACCM.nc",18.5967659678297
"883",1988,"CIESM.nc",19.460377964775
"884",1988,"CMCC-CM2-SR5.nc",18.3219290418921
"885",1988,"CMCC-ESM2.nc",18.0092931558515
"886",1988,"CNRM-CM6-1.nc",18.4792880020066
"887",1988,"EC-Earth3-CC.nc",18.968544217645
"888",1988,"INM-CM5-0.nc",17.3182591849678
"889",1988,"MIROC-ES2L.nc",17.7613496333783
"890",1988,"MIROC6.nc",17.8354486609098
"891",1989,"ACCESS-CM2.nc",17.4208679453366
"892",1989,"CESM2-WACCM.nc",18.4891747067096
"893",1989,"CIESM.nc",19.4198923515763
"894",1989,"CMCC-CM2-SR5.nc",18.4501506429428
"895",1989,"CMCC-ESM2.nc",18.0691747879889
"896",1989,"CNRM-CM6-1.nc",19.0303550054055
"897",1989,"EC-Earth3-CC.nc",18.7452900569631
"898",1989,"INM-CM5-0.nc",17.4616575400649
"899",1989,"MIROC-ES2L.nc",17.9361862811119
"900",1989,"MIROC6.nc",17.8480247212803
"901",1990,"ACCESS-CM2.nc",17.483638364437
"902",1990,"CESM2-WACCM.nc",18.3749337128053
"903",1990,"CIESM.nc",19.4541726157318
"904",1990,"CMCC-CM2-SR5.nc",18.2993018238027
"905",1990,"CMCC-ESM2.nc",17.570016171798
"906",1990,"CNRM-CM6-1.nc",18.6494035729454
"907",1990,"EC-Earth3-CC.nc",19.0044632664217
"908",1990,"INM-CM5-0.nc",17.7380414516223
"909",1990,"MIROC-ES2L.nc",17.8671101658122
"910",1990,"MIROC6.nc",17.6648578688529
"911",1991,"ACCESS-CM2.nc",17.0474160947329
"912",1991,"CESM2-WACCM.nc",18.421189579069
"913",1991,"CIESM.nc",19.5504578147285
"914",1991,"CMCC-CM2-SR5.nc",18.2732910101894
"915",1991,"CMCC-ESM2.nc",17.9554702944507
"916",1991,"CNRM-CM6-1.nc",18.5164845124533
"917",1991,"EC-Earth3-CC.nc",19.0736140140822
"918",1991,"INM-CM5-0.nc",17.3753565383071
"919",1991,"MIROC-ES2L.nc",17.407634927882
"920",1991,"MIROC6.nc",17.8130568493772
"921",1992,"ACCESS-CM2.nc",16.8554344190967
"922",1992,"CESM2-WACCM.nc",18.4141976098184
"923",1992,"CIESM.nc",19.4012946426673
"924",1992,"CMCC-CM2-SR5.nc",18.3552986107622
"925",1992,"CMCC-ESM2.nc",17.7780012714496
"926",1992,"CNRM-CM6-1.nc",18.5205811255308
"927",1992,"EC-Earth3-CC.nc",18.6350217995281
"928",1992,"INM-CM5-0.nc",17.0300719130103
"929",1992,"MIROC-ES2L.nc",17.4354434529926
"930",1992,"MIROC6.nc",17.9533678992112
"931",1993,"ACCESS-CM2.nc",16.9843084160255
"932",1993,"CESM2-WACCM.nc",18.4404771489263
"933",1993,"CIESM.nc",19.3867058003635
"934",1993,"CMCC-CM2-SR5.nc",18.1435625598756
"935",1993,"CMCC-ESM2.nc",17.4970627558888
"936",1993,"CNRM-CM6-1.nc",18.6122717332375
"937",1993,"EC-Earth3-CC.nc",18.445319268551
"938",1993,"INM-CM5-0.nc",17.0894439180628
"939",1993,"MIROC-ES2L.nc",17.438653242193
"940",1993,"MIROC6.nc",17.9043341946558
"941",1994,"ACCESS-CM2.nc",17.0100973023553
"942",1994,"CESM2-WACCM.nc",18.4445812405581
"943",1994,"CIESM.nc",19.4893919214556
"944",1994,"CMCC-CM2-SR5.nc",18.1633621209176
"945",1994,"CMCC-ESM2.nc",17.2515954304939
"946",1994,"CNRM-CM6-1.nc",18.7874093468788
"947",1994,"EC-Earth3-CC.nc",18.497004123081
"948",1994,"INM-CM5-0.nc",17.0846018134607
"949",1994,"MIROC-ES2L.nc",17.7904226160177
"950",1994,"MIROC6.nc",17.4191971624393
"951",1995,"ACCESS-CM2.nc",17.0614736852706
"952",1995,"CESM2-WACCM.nc",18.287761871595
"953",1995,"CIESM.nc",19.1327039568454
"954",1995,"CMCC-CM2-SR5.nc",18.1649088233078
"955",1995,"CMCC-ESM2.nc",17.2491468639075
"956",1995,"CNRM-CM6-1.nc",18.7827506874754
"957",1995,"EC-Earth3-CC.nc",18.6485786483248
"958",1995,"INM-CM5-0.nc",17.2134167425708
"959",1995,"MIROC-ES2L.nc",17.7241534285057
"960",1995,"MIROC6.nc",17.4393690509536
"961",1996,"ACCESS-CM2.nc",17.2859141237136
"962",1996,"CESM2-WACCM.nc",18.706368978568
"963",1996,"CIESM.nc",19.2507049163641
"964",1996,"CMCC-CM2-SR5.nc",18.1624882607141
"965",1996,"CMCC-ESM2.nc",17.6191412249597
"966",1996,"CNRM-CM6-1.nc",18.8427514581731
"967",1996,"EC-Earth3-CC.nc",18.9469132106599
"968",1996,"INM-CM5-0.nc",17.2808819651959
"969",1996,"MIROC-ES2L.nc",17.7411076281792
"970",1996,"MIROC6.nc",17.6206307405744
"971",1997,"ACCESS-CM2.nc",17.1249191828597
"972",1997,"CESM2-WACCM.nc",18.6055787098508
"973",1997,"CIESM.nc",19.4827387146253
"974",1997,"CMCC-CM2-SR5.nc",18.3778760756731
"975",1997,"CMCC-ESM2.nc",18.3934726738056
"976",1997,"CNRM-CM6-1.nc",18.6778761100476
"977",1997,"EC-Earth3-CC.nc",19.1554410080603
"978",1997,"INM-CM5-0.nc",17.202962353703
"979",1997,"MIROC-ES2L.nc",17.3833602151562
"980",1997,"MIROC6.nc",17.9418742484884
"981",1998,"ACCESS-CM2.nc",17.0497415929357
"982",1998,"CESM2-WACCM.nc",18.3922957497035
"983",1998,"CIESM.nc",19.4063911267915
"984",1998,"CMCC-CM2-SR5.nc",18.3484869236801
"985",1998,"CMCC-ESM2.nc",18.6657414825755
"986",1998,"CNRM-CM6-1.nc",18.5781012030551
"987",1998,"EC-Earth3-CC.nc",19.0338913980872
"988",1998,"INM-CM5-0.nc",17.3396948659651
"989",1998,"MIROC-ES2L.nc",17.354981724465
"990",1998,"MIROC6.nc",18.0786244534943
"991",1999,"ACCESS-CM2.nc",17.323460083316
"992",1999,"CESM2-WACCM.nc",18.859794749324
"993",1999,"CIESM.nc",19.2334748334966
"994",1999,"CMCC-CM2-SR5.nc",18.5177015849065
"995",1999,"CMCC-ESM2.nc",18.5541988925471
"996",1999,"CNRM-CM6-1.nc",18.4490957095445
"997",1999,"EC-Earth3-CC.nc",19.1756177452076
"998",1999,"INM-CM5-0.nc",17.3680996215917
"999",1999,"MIROC-ES2L.nc",17.5524917921933
"1000",1999,"MIROC6.nc",18.1401495382581
"1001",2000,"ACCESS-CM2.nc",17.2178949791083
"1002",2000,"CESM2-WACCM.nc",18.8636675679105
"1003",2000,"CIESM.nc",19.6643552034609
"1004",2000,"CMCC-CM2-SR5.nc",18.6005874898665
"1005",2000,"CMCC-ESM2.nc",18.4144320774707
"1006",2000,"CNRM-CM6-1.nc",18.5501434535203
"1007",2000,"EC-Earth3-CC.nc",19.2406600442116
"1008",2000,"INM-CM5-0.nc",17.5357265673152
"1009",2000,"MIROC-ES2L.nc",17.9384833550507
"1010",2000,"MIROC6.nc",18.0285751327496
"1011",2001,"ACCESS-CM2.nc",17.3731221027737
"1012",2001,"CESM2-WACCM.nc",18.9626859453284
"1013",2001,"CIESM.nc",19.6022476161446
"1014",2001,"CMCC-CM2-SR5.nc",18.753330922331
"1015",2001,"CMCC-ESM2.nc",18.643402892519
"1016",2001,"CNRM-CM6-1.nc",18.421145841909
"1017",2001,"EC-Earth3-CC.nc",19.27443708607
