"","year","annual.sst","two.yr.sst","three.yr.sst"
"2008",2008,-0.369570441988011,-0.308016744553959,-0.12625645611297
"2009",2009,-0.096916282809587,-0.266403597491403,-0.26520666152257
"2010",2010,0.757370174487429,0.384247910489637,0.122896512531649
"2011",2011,0.416107108134175,0.6804475842498,0.452059638280128
"2012",2012,-0.440378285149154,-0.0110856075184212,0.308164695312314
"2013",2013,0.777995807890245,0.197854796949393,0.316805896731849
"2014",2014,2.11961991803856,1.67589779848951,1.03050021213325
"2015",2015,2.02048184237634,2.39326071909499,2.06148857559115
"2016",2016,2.82940682583281,2.80306396440343,2.92093640219104
"2017",2017,1.24566529650242,2.35571514529863,2.55478920230933
"2018",2018,1.94467304762279,1.8449044082125,2.52302876848197
"2019",2019,2.75015950884433,2.71354062000383,2.48982775037594
"2020",2020,1.4166255942948,2.40866663927186,2.56145233223077
