"model","loading"
"CNRM-CM6-1",0.0540785510391356
"CNRM-CM6-1",0.0841407992805174
"CNRM-CM6-1",0.0931949733807842
"CNRM-CM6-1",0.0902954458799131
"CNRM-CM6-1",0.089414900815805
"CNRM-CM6-1",0.0892910660122867
"CNRM-CM6-1",0.0657244350824772
"CNRM-CM6-1",-0.000913528722265981
"CNRM-CM6-1",-0.0792037814819658
"CNRM-CM6-1",-0.18506040891487
"CNRM-CM6-1",-0.353606811817209
"CNRM-CM6-1",-0.512809247238683
"CNRM-CM6-1",-0.688714367587412
"CNRM-CM6-1",-0.888167608715792
"CNRM-CM6-1",-1.07328381591644
"CNRM-CM6-1",-1.21984711258292
"CNRM-CM6-1",-1.32794554299032
"CNRM-CM6-1",-1.3864835305852
"CNRM-CM6-1",-1.43371409169954
"CNRM-CM6-1",-1.42869917888602
"CNRM-CM6-1",-1.4123607061698
"CNRM-CM6-1",-1.36952075211771
"CNRM-CM6-1",-1.30500396954687
"CNRM-CM6-1",-1.17404676593287
"CNRM-CM6-1",-0.96990320053831
"CNRM-CM6-1",-0.728718702003125
"CNRM-CM6-1",-0.527869865234476
"CNRM-CM6-1",-0.307026476671732
"CNRM-CM6-1",-0.0826094514031322
"CNRM-CM6-1",0.126026724689134
"CNRM-CM6-1",0.33076758859675
"CNRM-CM6-1",0.484829398429916
"CNRM-CM6-1",0.649291008191216
"CNRM-CM6-1",0.894189375178038
"CNRM-CM6-1",1.11448680481325
"CNRM-CM6-1",1.36346868296859
"CNRM-CM6-1",1.50872287157592
"CNRM-CM6-1",1.43592119901546
"CNRM-CM6-1",1.39396049056549
"CNRM-CM6-1",1.77943322520896
"CNRM-CM6-1",2.09811246955746
"CNRM-CM6-1",2.39631231546206
"CNRM-CM6-1",2.62777985374384
"CNRM-CM6-1",2.72120214566459
"CNRM-CM6-1",2.48889762822967
"CNRM-CM6-1",2.22003733346019
"CNRM-CM6-1",2.01519902638809
"CNRM-CM6-1",1.63532609233349
"CNRM-CM6-1",1.14267348483467
"CNRM-CM6-1",0.918494999754071
"CNRM-CM6-1",0.852390136495884
"CNRM-CM6-1",-0.197967066444744
"CNRM-CM6-1",-0.169189569737095
"CNRM-CM6-1",-0.122751563248078
"CNRM-CM6-1",-0.0583950056490141
"CNRM-CM6-1",0.0117453053048863
"CNRM-CM6-1",0.0771567560475883
"CNRM-CM6-1",0.113047165974789
"CNRM-CM6-1",0.105068125397402
"CNRM-CM6-1",0.101831277169112
"CNRM-CM6-1",0.0987882500279252
"CNRM-CM6-1",0.0947722078917678
"CNRM-CM6-1",0.075913790054273
"CNRM-CM6-1",0.00525870421349172
"CNRM-CM6-1",-0.083591618095538
"CNRM-CM6-1",-0.207764486182447
"CNRM-CM6-1",-0.388412182239349
"CNRM-CM6-1",-0.532109487068858
"CNRM-CM6-1",-0.70586176434684
"CNRM-CM6-1",-0.901452071713352
"CNRM-CM6-1",-1.09365591833457
"CNRM-CM6-1",-1.25500930500633
"CNRM-CM6-1",-1.35781373563033
"CNRM-CM6-1",-1.42438147854105
"CNRM-CM6-1",-1.46909832928077
"CNRM-CM6-1",-1.47153873771273
"CNRM-CM6-1",-1.45411491778114
"CNRM-CM6-1",-1.40084541950764
"CNRM-CM6-1",-1.31961255050206
"CNRM-CM6-1",-1.17618272940959
"CNRM-CM6-1",-0.972243377935752
"CNRM-CM6-1",-0.722942360404784
"CNRM-CM6-1",-0.511110618990636
"CNRM-CM6-1",-0.270614781333449
"CNRM-CM6-1",-0.0460823115469957
"CNRM-CM6-1",0.162086866698993
"CNRM-CM6-1",0.370703268181211
"CNRM-CM6-1",0.529549261403387
"CNRM-CM6-1",0.703497386988156
"CNRM-CM6-1",0.946232656093827
"CNRM-CM6-1",1.17416553019041
"CNRM-CM6-1",1.45611772345162
"CNRM-CM6-1",1.6153534053
"CNRM-CM6-1",1.56656074320758
"CNRM-CM6-1",1.50143308745604
"CNRM-CM6-1",1.93129858732362
"CNRM-CM6-1",2.2317847560361
"CNRM-CM6-1",2.50596928636064
"CNRM-CM6-1",2.75425706348759
"CNRM-CM6-1",2.77986293480064
"CNRM-CM6-1",2.54250669834718
"CNRM-CM6-1",2.27899527379571
"CNRM-CM6-1",2.04956542257456
"CNRM-CM6-1",1.68939584192374
"CNRM-CM6-1",1.02682867613201
"CNRM-CM6-1",0.87867628837517
"CNRM-CM6-1",0.896079322078653
"CNRM-CM6-1",-0.194152169705534
"CNRM-CM6-1",-0.15623823580209
"CNRM-CM6-1",-0.108025922161227
"CNRM-CM6-1",-0.0412429049304906
"CNRM-CM6-1",0.0317154090772268
"CNRM-CM6-1",0.0998178123261329
"CNRM-CM6-1",0.142308351565131
"CNRM-CM6-1",0.120053130838865
"CNRM-CM6-1",0.112767841557019
"CNRM-CM6-1",0.109508903466868
"CNRM-CM6-1",0.101939210010593
"CNRM-CM6-1",0.0889170577436099
"CNRM-CM6-1",0.0164529002872658
"CNRM-CM6-1",-0.0767344926080177
"CNRM-CM6-1",-0.206235884483411
"CNRM-CM6-1",-0.406852062121556
"CNRM-CM6-1",-0.567379778037324
"CNRM-CM6-1",-0.733619697198709
"CNRM-CM6-1",-0.919263967853384
"CNRM-CM6-1",-1.10682556822733
"CNRM-CM6-1",-1.27706877536908
"CNRM-CM6-1",-1.3949551340236
"CNRM-CM6-1",-1.47423991772445
"CNRM-CM6-1",-1.52942409619364
"CNRM-CM6-1",-1.52293615860517
"CNRM-CM6-1",-1.49553075403032
"CNRM-CM6-1",-1.43520866713946
"CNRM-CM6-1",-1.34080227722752
"CNRM-CM6-1",-1.19464808530527
"CNRM-CM6-1",-0.97375384663439
"CNRM-CM6-1",-0.717148850829233
"CNRM-CM6-1",-0.497684991244822
"CNRM-CM6-1",-0.243328890152433
"CNRM-CM6-1",-0.0172139092358
"CNRM-CM6-1",0.191108963353888
"CNRM-CM6-1",0.409575521716848
"CNRM-CM6-1",0.574433952758491
"CNRM-CM6-1",0.759050911713691
"CNRM-CM6-1",0.995015603629088
"CNRM-CM6-1",1.23553743839308
"CNRM-CM6-1",1.53305447583578
"CNRM-CM6-1",1.70510756462623
"CNRM-CM6-1",1.70348581690743
"CNRM-CM6-1",1.65520889960612
"CNRM-CM6-1",2.03383965498573
"CNRM-CM6-1",2.33649570057726
"CNRM-CM6-1",2.61866254281493
"CNRM-CM6-1",2.86937763956519
"CNRM-CM6-1",2.81770423424234
"CNRM-CM6-1",2.57823888811126
"CNRM-CM6-1",2.31764107236215
"CNRM-CM6-1",2.04312069523361
"CNRM-CM6-1",1.79132138610017
"CNRM-CM6-1",1.24570353224061
"CNRM-CM6-1",0.985950197135313
"CNRM-CM6-1",0.933146507519271
"CNRM-CM6-1",-0.186573546960216
"CNRM-CM6-1",-0.146518313423754
"CNRM-CM6-1",-0.0997542699379883
"CNRM-CM6-1",-0.0322970309122457
"CNRM-CM6-1",0.0474125854424103
"CNRM-CM6-1",0.12221136922038
"CNRM-CM6-1",0.166158726151193
"CNRM-CM6-1",0.14211765997426
"CNRM-CM6-1",0.131270111162964
"CNRM-CM6-1",0.126741410007994
"CNRM-CM6-1",0.122530625085228
"CNRM-CM6-1",0.105267960296271
"CNRM-CM6-1",0.0335186682646319
"CNRM-CM6-1",-0.0553016037588238
"CNRM-CM6-1",-0.210485953384459
"CNRM-CM6-1",-0.441893736815459
"CNRM-CM6-1",-0.591758122413263
"CNRM-CM6-1",-0.760628811778435
"CNRM-CM6-1",-0.934763015920509
"CNRM-CM6-1",-1.12193687056424
"CNRM-CM6-1",-1.29032995102297
"CNRM-CM6-1",-1.41300741691321
"CNRM-CM6-1",-1.49647245647771
"CNRM-CM6-1",-1.54439424371932
"CNRM-CM6-1",-1.53811620242075
"CNRM-CM6-1",-1.51279428653949
"CNRM-CM6-1",-1.46035342867334
"CNRM-CM6-1",-1.36656257337712
"CNRM-CM6-1",-1.21791505967786
"CNRM-CM6-1",-0.985628756732714
"CNRM-CM6-1",-0.716234985460253
"CNRM-CM6-1",-0.481939473497459
"CNRM-CM6-1",-0.22151465122247
"CNRM-CM6-1",0.00735463704864452
"CNRM-CM6-1",0.218711541657188
"CNRM-CM6-1",0.447722417618592
"CNRM-CM6-1",0.61619539803555
"CNRM-CM6-1",0.813720621322799
"CNRM-CM6-1",1.04139838940014
"CNRM-CM6-1",1.28966754808373
"CNRM-CM6-1",1.58124436934904
"CNRM-CM6-1",1.75978183841922
"CNRM-CM6-1",1.80645847660431
"CNRM-CM6-1",1.82224106764253
"CNRM-CM6-1",2.10521547295367
"CNRM-CM6-1",2.41934594901083
"CNRM-CM6-1",2.73848258654286
"CNRM-CM6-1",2.97742339494903
"CNRM-CM6-1",2.81580350553967
"CNRM-CM6-1",2.52650078123942
"CNRM-CM6-1",2.27402837426762
"CNRM-CM6-1",1.96196446686687
"CNRM-CM6-1",1.7782757885733
"CNRM-CM6-1",1.45397198006431
"CNRM-CM6-1",1.35804217049015
"CNRM-CM6-1",1.10907159960333
"CNRM-CM6-1",0.97815156397752
"CNRM-CM6-1",-0.178581003427115
"CNRM-CM6-1",-0.138684080226444
"CNRM-CM6-1",-0.0949477717858766
"CNRM-CM6-1",-0.0253435478136205
"CNRM-CM6-1",0.0669423853949075
"CNRM-CM6-1",0.155715973111667
"CNRM-CM6-1",0.188031275957649
"CNRM-CM6-1",0.156793182898966
"CNRM-CM6-1",0.133487578167802
"CNRM-CM6-1",0.137156508551289
"CNRM-CM6-1",0.134959260992882
"CNRM-CM6-1",0.108856444372331
"CNRM-CM6-1",0.0424981570144632
"CNRM-CM6-1",-0.0469193335393666
"CNRM-CM6-1",-0.213444421548767
"CNRM-CM6-1",-0.433255905563899
"CNRM-CM6-1",-0.595183574472681
"CNRM-CM6-1",-0.767888994015356
"CNRM-CM6-1",-0.942095894987824
"CNRM-CM6-1",-1.13478123578493
"CNRM-CM6-1",-1.30586894469984
"CNRM-CM6-1",-1.42867505652968
"CNRM-CM6-1",-1.50266412263616
"CNRM-CM6-1",-1.55510779649186
"CNRM-CM6-1",-1.55559159137435
"CNRM-CM6-1",-1.53584469250512
"CNRM-CM6-1",-1.4837247955375
"CNRM-CM6-1",-1.38544733609207
"CNRM-CM6-1",-1.24011400993887
"CNRM-CM6-1",-0.997376721595106
"CNRM-CM6-1",-0.720189639650643
"CNRM-CM6-1",-0.468805624216127
"CNRM-CM6-1",-0.196945853707794
"CNRM-CM6-1",0.0363393318377729
"CNRM-CM6-1",0.25006755169994
"CNRM-CM6-1",0.487763812834012
"CNRM-CM6-1",0.656899522204606
"CNRM-CM6-1",0.866279620896732
"CNRM-CM6-1",1.08959138365856
"CNRM-CM6-1",1.34355051994434
"CNRM-CM6-1",1.60831757953106
"CNRM-CM6-1",1.78962220494531
"CNRM-CM6-1",1.88963453068151
"CNRM-CM6-1",1.92534165215577
"CNRM-CM6-1",2.11033661820919
"CNRM-CM6-1",2.47461014717047
"CNRM-CM6-1",2.84954247759314
"CNRM-CM6-1",3.04648758998958
"CNRM-CM6-1",2.74120948748933
"CNRM-CM6-1",2.4312911612122
"CNRM-CM6-1",2.16017845930512
"CNRM-CM6-1",1.79618551958778
"CNRM-CM6-1",1.61637388197333
"CNRM-CM6-1",1.33640302714815
"CNRM-CM6-1",1.23312594050646
"CNRM-CM6-1",1.01676939083896
"CNRM-CM6-1",-0.18593758755156
"CNRM-CM6-1",-0.135990662769613
"CNRM-CM6-1",-0.0910430734311952
"CNRM-CM6-1",-0.0179776358157515
"CNRM-CM6-1",0.0729236578709617
"CNRM-CM6-1",0.151495841216967
"CNRM-CM6-1",0.192658080280102
"CNRM-CM6-1",0.174633468607866
"CNRM-CM6-1",0.149848494703867
"CNRM-CM6-1",0.133521384323947
"CNRM-CM6-1",0.159091973597685
"CNRM-CM6-1",0.140674761913944
"CNRM-CM6-1",0.0823595782748683
"CNRM-CM6-1",-0.0184675871951573
"CNRM-CM6-1",-0.188791355087017
"CNRM-CM6-1",-0.400561465541228
"CNRM-CM6-1",-0.600636013460298
"CNRM-CM6-1",-0.774894308581155
"CNRM-CM6-1",-0.934025483304092
"CNRM-CM6-1",-1.12155099096842
"CNRM-CM6-1",-1.32225302194986
"CNRM-CM6-1",-1.45350107106701
"CNRM-CM6-1",-1.5307240103661
"CNRM-CM6-1",-1.57772575328971
"CNRM-CM6-1",-1.58733566092007
"CNRM-CM6-1",-1.56209859830537
"CNRM-CM6-1",-1.49584181557531
"CNRM-CM6-1",-1.39338262427607
"CNRM-CM6-1",-1.2469312675762
"CNRM-CM6-1",-1.01144666616922
"CNRM-CM6-1",-0.731787542609332
"CNRM-CM6-1",-0.461242599805777
"CNRM-CM6-1",-0.162812983542393
"CNRM-CM6-1",0.0805197920762404
"CNRM-CM6-1",0.29537415754371
"CNRM-CM6-1",0.535769567413305
"CNRM-CM6-1",0.701542161038253
"CNRM-CM6-1",0.913991880210832
"CNRM-CM6-1",1.13661776727814
"CNRM-CM6-1",1.39009916451504
"CNRM-CM6-1",1.62187215097663
"CNRM-CM6-1",1.80535486939921
"CNRM-CM6-1",1.93462138953413
"CNRM-CM6-1",1.9718589029152
"CNRM-CM6-1",2.13499955251027
"CNRM-CM6-1",2.51776969796467
"CNRM-CM6-1",2.94069947971211
"CNRM-CM6-1",3.05547928769743
"CNRM-CM6-1",2.61162944045632
"CNRM-CM6-1",2.30236237223925
"CNRM-CM6-1",1.99851210629515
"CNRM-CM6-1",1.54025530444845
"CNRM-CM6-1",1.29017423504188
"CNRM-CM6-1",1.30251471649022
"CNRM-CM6-1",1.32554659817184
"CNRM-CM6-1",0.945288615414668
"CNRM-CM6-1",-0.165996996243567
"CNRM-CM6-1",-0.124383414215248
"CNRM-CM6-1",-0.0895004942627752
"CNRM-CM6-1",-0.0127103083904486
"CNRM-CM6-1",0.0860701092840954
"CNRM-CM6-1",0.179897997350349
"CNRM-CM6-1",0.23379214349056
"CNRM-CM6-1",0.208370524053667
"CNRM-CM6-1",0.1738248770561
"CNRM-CM6-1",0.144341896287932
"CNRM-CM6-1",0.153463988950918
"CNRM-CM6-1",0.1248906036452
"CNRM-CM6-1",0.105385353961271
"CNRM-CM6-1",0.0362017328363245
"CNRM-CM6-1",-0.113100834161677
"CNRM-CM6-1",-0.35122481305952
"CNRM-CM6-1",-0.607351926648044
"CNRM-CM6-1",-0.807823506642755
"CNRM-CM6-1",-0.946361945336082
"CNRM-CM6-1",-1.11499776759322
"CNRM-CM6-1",-1.31690598272026
"CNRM-CM6-1",-1.48767613608344
"CNRM-CM6-1",-1.57397173431266
"CNRM-CM6-1",-1.60599437921209
"CNRM-CM6-1",-1.6072214902033
"CNRM-CM6-1",-1.58373609997457
"CNRM-CM6-1",-1.50493292988668
"CNRM-CM6-1",-1.39914678468381
"CNRM-CM6-1",-1.24910623983976
"CNRM-CM6-1",-1.01170911323826
"CNRM-CM6-1",-0.732947995243083
"CNRM-CM6-1",-0.454350784628263
"CNRM-CM6-1",-0.136313376447433
"CNRM-CM6-1",0.118328958119972
"CNRM-CM6-1",0.34068905565368
"CNRM-CM6-1",0.590695013215341
"CNRM-CM6-1",0.759196874558823
"CNRM-CM6-1",0.966350162213745
"CNRM-CM6-1",1.18509437861578
"CNRM-CM6-1",1.44126732919689
"CNRM-CM6-1",1.63836966231201
"CNRM-CM6-1",1.8149033159924
"CNRM-CM6-1",1.97197089340918
"CNRM-CM6-1",2.07531318014461
"CNRM-CM6-1",2.21216691065432
"CNRM-CM6-1",2.54568111537659
"CNRM-CM6-1",2.997699884529
"CNRM-CM6-1",3.03234614227481
"CNRM-CM6-1",2.54264339822189
"CNRM-CM6-1",2.16836922039104
"CNRM-CM6-1",1.86694875993884
"CNRM-CM6-1",1.10219281548933
"CNRM-CM6-1",1.28572112621628
"CNRM-CM6-1",1.43462662077168
"CNRM-CM6-1",0.963096782967461
"CNRM-CM6-1",-0.150298903420564
"CNRM-CM6-1",-0.122045576637211
"CNRM-CM6-1",-0.0826224589355769
"CNRM-CM6-1",-0.000466445950707061
"CNRM-CM6-1",0.100822338373294
"CNRM-CM6-1",0.201944688741309
"CNRM-CM6-1",0.270981097375577
"CNRM-CM6-1",0.242585806635652
"CNRM-CM6-1",0.196820966628162
"CNRM-CM6-1",0.158444826514537
"CNRM-CM6-1",0.151106166377368
"CNRM-CM6-1",0.122672945783334
"CNRM-CM6-1",0.0857870279613521
"CNRM-CM6-1",0.0191287148284781
"CNRM-CM6-1",-0.107659716697582
"CNRM-CM6-1",-0.32209294520075
"CNRM-CM6-1",-0.564151597464942
"CNRM-CM6-1",-0.794924945988463
"CNRM-CM6-1",-0.952151680977118
"CNRM-CM6-1",-1.11712357744176
"CNRM-CM6-1",-1.30342771970487
"CNRM-CM6-1",-1.48118483504952
"CNRM-CM6-1",-1.58907766964995
"CNRM-CM6-1",-1.63296934503127
"CNRM-CM6-1",-1.63698293898307
"CNRM-CM6-1",-1.60507574539408
"CNRM-CM6-1",-1.51775241220943
"CNRM-CM6-1",-1.40887942888751
"CNRM-CM6-1",-1.25506170496745
"CNRM-CM6-1",-0.999006825640252
"CNRM-CM6-1",-0.718491021740997
"CNRM-CM6-1",-0.437421774140488
"CNRM-CM6-1",-0.111630730199825
"CNRM-CM6-1",0.145751853487423
"CNRM-CM6-1",0.386860119712817
"CNRM-CM6-1",0.649195648556433
"CNRM-CM6-1",0.826910074657717
"CNRM-CM6-1",1.02803222247868
"CNRM-CM6-1",1.23679710102498
"CNRM-CM6-1",1.4927950275303
"CNRM-CM6-1",1.66083493583858
"CNRM-CM6-1",1.82427656258351
"CNRM-CM6-1",1.98714582011836
"CNRM-CM6-1",2.14140728079579
"CNRM-CM6-1",2.27860964738537
"CNRM-CM6-1",2.56874277004563
"CNRM-CM6-1",3.00407640277942
"CNRM-CM6-1",3.03983396425492
"CNRM-CM6-1",2.55746571687636
"CNRM-CM6-1",2.10726631636197
"CNRM-CM6-1",1.21463728273422
"CNRM-CM6-1",1.40897639829072
"CNRM-CM6-1",-0.149365300119182
"CNRM-CM6-1",-0.11504233092642
"CNRM-CM6-1",-0.0679848050751069
"CNRM-CM6-1",0.0118070518238356
"CNRM-CM6-1",0.109357506744378
"CNRM-CM6-1",0.214634366893612
"CNRM-CM6-1",0.296920013091184
"CNRM-CM6-1",0.270801125239888
"CNRM-CM6-1",0.224710867282631
"CNRM-CM6-1",0.17980300204733
"CNRM-CM6-1",0.163818637853139
"CNRM-CM6-1",0.139776348731264
"CNRM-CM6-1",0.0924483235512354
"CNRM-CM6-1",0.0299941000379523
"CNRM-CM6-1",-0.081529744249304
"CNRM-CM6-1",-0.296140671819372
"CNRM-CM6-1",-0.55996131603372
"CNRM-CM6-1",-0.764817823948103
"CNRM-CM6-1",-0.923143627647355
"CNRM-CM6-1",-1.11492175281347
"CNRM-CM6-1",-1.30672981770777
"CNRM-CM6-1",-1.48384233132776
"CNRM-CM6-1",-1.60321703804672
"CNRM-CM6-1",-1.65965816109434
"CNRM-CM6-1",-1.67068606843424
"CNRM-CM6-1",-1.64488746811329
"CNRM-CM6-1",-1.55012937510109
"CNRM-CM6-1",-1.4288468140136
"CNRM-CM6-1",-1.25773256310571
"CNRM-CM6-1",-0.982263453376718
"CNRM-CM6-1",-0.692872662425407
"CNRM-CM6-1",-0.411216121614808
"CNRM-CM6-1",-0.0854656849367077
"CNRM-CM6-1",0.177477340426968
"CNRM-CM6-1",0.440972371947575
"CNRM-CM6-1",0.714686033900656
"CNRM-CM6-1",0.90259441621119
"CNRM-CM6-1",1.09824715148969
"CNRM-CM6-1",1.2880100481586
"CNRM-CM6-1",1.54875577004741
"CNRM-CM6-1",1.70327772608488
"CNRM-CM6-1",1.846169650765
"CNRM-CM6-1",1.99263004159878
"CNRM-CM6-1",2.17958241689498
"CNRM-CM6-1",2.33882773334565
"CNRM-CM6-1",2.6124185056004
"CNRM-CM6-1",2.96459098887631
"CNRM-CM6-1",3.0125503979844
"CNRM-CM6-1",2.54341667639633
"CNRM-CM6-1",2.14056166964741
"CNRM-CM6-1",1.29340460622742
"CNRM-CM6-1",1.37137774640682
"CNRM-CM6-1",0.820482445864015
"CNRM-CM6-1",-0.142802554668999
"CNRM-CM6-1",-0.107724974047784
"CNRM-CM6-1",-0.0597672607926064
"CNRM-CM6-1",0.0185599806760223
"CNRM-CM6-1",0.122301069342801
"CNRM-CM6-1",0.236041932837652
"CNRM-CM6-1",0.326084151222111
"CNRM-CM6-1",0.301829811320212
"CNRM-CM6-1",0.251190653690049
"CNRM-CM6-1",0.207155060139181
"CNRM-CM6-1",0.186513295820529
"CNRM-CM6-1",0.152812492951176
"CNRM-CM6-1",0.105063292971169
"CNRM-CM6-1",0.0409714037490974
"CNRM-CM6-1",-0.0589260078622102
"CNRM-CM6-1",-0.253053480610534
"CNRM-CM6-1",-0.513228217752345
"CNRM-CM6-1",-0.736972143563143
"CNRM-CM6-1",-0.906071105691693
"CNRM-CM6-1",-1.05412666673301
"CNRM-CM6-1",-1.25448057671118
"CNRM-CM6-1",-1.47040687811278
"CNRM-CM6-1",-1.62380546451415
"CNRM-CM6-1",-1.69008668036426
"CNRM-CM6-1",-1.69750619473008
"CNRM-CM6-1",-1.66645316711518
"CNRM-CM6-1",-1.56627174720095
"CNRM-CM6-1",-1.43389019063165
"CNRM-CM6-1",-1.24589685733026
"CNRM-CM6-1",-0.960222462428321
"CNRM-CM6-1",-0.672529358606855
"CNRM-CM6-1",-0.391477135083791
"CNRM-CM6-1",-0.0560586352124628
"CNRM-CM6-1",0.219374496115967
"CNRM-CM6-1",0.503220191816779
"CNRM-CM6-1",0.774940215852247
"CNRM-CM6-1",0.971193973313012
"CNRM-CM6-1",1.16622409354745
"CNRM-CM6-1",1.34505203298234
"CNRM-CM6-1",1.58827607033499
"CNRM-CM6-1",1.74676732428966
"CNRM-CM6-1",1.86117324449799
"CNRM-CM6-1",1.96315005822376
"CNRM-CM6-1",2.16308399177163
"CNRM-CM6-1",2.33849925156528
"CNRM-CM6-1",2.67221839331924
"CNRM-CM6-1",2.94955685699218
"CNRM-CM6-1",2.985024555782
"CNRM-CM6-1",2.55724555594093
"CNRM-CM6-1",2.09431052257576
"CNRM-CM6-1",1.26359154338381
"CNRM-CM6-1",1.30098596638436
"CNRM-CM6-1",0.753829457581537
"CNRM-CM6-1",-0.137602154839887
"CNRM-CM6-1",-0.100379883412834
"CNRM-CM6-1",-0.0479876952384177
"CNRM-CM6-1",0.0321975428610951
"CNRM-CM6-1",0.13339628002181
"CNRM-CM6-1",0.248412778729771
"CNRM-CM6-1",0.350437348842065
"CNRM-CM6-1",0.333746818753309
"CNRM-CM6-1",0.282834461238142
"CNRM-CM6-1",0.239706843668587
"CNRM-CM6-1",0.202023174801567
"CNRM-CM6-1",0.166886602052716
"CNRM-CM6-1",0.117343061317262
"CNRM-CM6-1",0.0614763253601629
"CNRM-CM6-1",-0.0340320918729741
"CNRM-CM6-1",-0.207734899622306
"CNRM-CM6-1",-0.446096570166735
"CNRM-CM6-1",-0.679611405813413
"CNRM-CM6-1",-0.879498591830606
"CNRM-CM6-1",-1.0304841296388
"CNRM-CM6-1",-1.20945801345821
"CNRM-CM6-1",-1.4469177442968
"CNRM-CM6-1",-1.64471045839889
"CNRM-CM6-1",-1.73315647716294
"CNRM-CM6-1",-1.73253128603115
"CNRM-CM6-1",-1.67721473641124
"CNRM-CM6-1",-1.56412913753725
"CNRM-CM6-1",-1.43236380807018
"CNRM-CM6-1",-1.23199869404628
"CNRM-CM6-1",-0.936144454879027
"CNRM-CM6-1",-0.647587753777536
"CNRM-CM6-1",-0.360632510671923
"CNRM-CM6-1",-0.0179672974121244
"CNRM-CM6-1",0.263355330578564
"CNRM-CM6-1",0.559268726255909
"CNRM-CM6-1",0.827193684590005
"CNRM-CM6-1",1.03195450895516
"CNRM-CM6-1",1.22949981011858
"CNRM-CM6-1",1.41066289502641
"CNRM-CM6-1",1.62494584589158
"CNRM-CM6-1",1.78213325517201
"CNRM-CM6-1",1.87363607115072
"CNRM-CM6-1",1.93368542736195
"CNRM-CM6-1",2.10749240595624
"CNRM-CM6-1",2.29879528944105
"CNRM-CM6-1",2.88394667655658
"CNRM-CM6-1",2.91872065845568
"CNRM-CM6-1",2.59581119625856
"CNRM-CM6-1",1.12587692611007
"CNRM-CM6-1",-0.140788956232043
"CNRM-CM6-1",-0.0982666534010406
"CNRM-CM6-1",-0.0396063789607728
"CNRM-CM6-1",0.0433703082428974
"CNRM-CM6-1",0.143946830425961
"CNRM-CM6-1",0.265547075179578
"CNRM-CM6-1",0.382040021568848
"CNRM-CM6-1",0.382493243770761
"CNRM-CM6-1",0.315800713844038
"CNRM-CM6-1",0.264807610047851
"CNRM-CM6-1",0.221637370363776
"CNRM-CM6-1",0.185398278168047
"CNRM-CM6-1",0.134444218024689
"CNRM-CM6-1",0.08426361095642
"CNRM-CM6-1",-0.0133213200327573
"CNRM-CM6-1",-0.178449266751765
"CNRM-CM6-1",-0.402625418463703
"CNRM-CM6-1",-0.643941336803746
"CNRM-CM6-1",-0.845580275111164
"CNRM-CM6-1",-1.00272455351951
"CNRM-CM6-1",-1.1716829654404
"CNRM-CM6-1",-1.37875245676469
"CNRM-CM6-1",-1.56965670610934
"CNRM-CM6-1",-1.6769854355474
"CNRM-CM6-1",-1.71737833885557
"CNRM-CM6-1",-1.68607906867399
"CNRM-CM6-1",-1.57538459487417
"CNRM-CM6-1",-1.44972589558498
"CNRM-CM6-1",-1.22965643897256
"CNRM-CM6-1",-0.910879262905954
"CNRM-CM6-1",-0.616048152212293
"CNRM-CM6-1",-0.320224683884502
"CNRM-CM6-1",0.015927564192792
"CNRM-CM6-1",0.298958438095113
"CNRM-CM6-1",0.604087695340292
"CNRM-CM6-1",0.878336622564352
"CNRM-CM6-1",1.09905296700056
"CNRM-CM6-1",1.30498554132206
"CNRM-CM6-1",1.49359246035832
"CNRM-CM6-1",1.68361601814245
"CNRM-CM6-1",1.82130298549349
"CNRM-CM6-1",1.89463489016824
"CNRM-CM6-1",1.94260162489723
"CNRM-CM6-1",2.07169693510396
"CNRM-CM6-1",2.26036765313861
"CNRM-CM6-1",2.52559160654107
"CNRM-CM6-1",2.73929966027304
"CNRM-CM6-1",2.83137632179074
"CNRM-CM6-1",2.50647523335425
"CNRM-CM6-1",-0.136474443984832
"CNRM-CM6-1",-0.0899546043475643
"CNRM-CM6-1",-0.0271546528513933
"CNRM-CM6-1",0.0539863525039239
"CNRM-CM6-1",0.15327341065492
"CNRM-CM6-1",0.270757564794678
"CNRM-CM6-1",0.394329107674246
"CNRM-CM6-1",0.417752764732328
"CNRM-CM6-1",0.347532659330337
"CNRM-CM6-1",0.309521353015148
"CNRM-CM6-1",0.261984914322348
"CNRM-CM6-1",0.207431016322302
"CNRM-CM6-1",0.155342313460648
"CNRM-CM6-1",0.117224924671281
"CNRM-CM6-1",0.0154535620991731
"CNRM-CM6-1",-0.136224598256987
"CNRM-CM6-1",-0.339719598064307
"CNRM-CM6-1",-0.578553372339335
"CNRM-CM6-1",-0.783801768786504
"CNRM-CM6-1",-0.949376224217938
"CNRM-CM6-1",-1.12726344445261
"CNRM-CM6-1",-1.32318208793521
"CNRM-CM6-1",-1.50510110178203
"CNRM-CM6-1",-1.62686913752522
"CNRM-CM6-1",-1.6651283325773
"CNRM-CM6-1",-1.65103768123471
"CNRM-CM6-1",-1.55957381127977
"CNRM-CM6-1",-1.43564343298719
"CNRM-CM6-1",-1.2176920029165
"CNRM-CM6-1",-0.896784356919582
"CNRM-CM6-1",-0.594201350680633
"CNRM-CM6-1",-0.281564483226358
"CNRM-CM6-1",0.0544996909188535
"CNRM-CM6-1",0.332897025654872
"CNRM-CM6-1",0.64656557720445
"CNRM-CM6-1",0.919690756533434
"CNRM-CM6-1",1.15797711619084
"CNRM-CM6-1",1.37319654621049
