"region","model","climatology_diff","sd_diff","ar_diff","trend_diff"
"British_Columbia_Coast","UKESM1-0-LL",0.0275416769207215,0.255916871106382,0.0561922476504139,0.0232447655109249
"Northern_California_Current","ACCESS-CM2",0.679797963608985,0.0475768138131771,0.417940519879923,0.00672182759602063
"Northern_California_Current","ACCESS-ESM1-5",1.04178511216938,0.167563323847284,0.0558447508382949,0.0131575011021743
"Northern_California_Current","BCC-CSM2-MR",1.04375244941077,0.0775930190140671,0.187514074520762,0.00542354261962206
"Northern_California_Current","CAMS-CSM1-0",1.35794038546162,0.074033405061433,0.00717337263540746,0.00609723939072431
"Northern_California_Current","CanESM5-CanOE",0.384557415412301,0.0936121775653465,0.038426524915002,0.0152134129930825
"Northern_California_Current","CanESM5",0.130197389439333,0.0604804325842958,0.0212401049650653,0.0110648702415078
"Northern_California_Current","CESM2-WACCM",0.830209948653529,0.114023777365278,0.0842921973469103,0.00707350879264697
"Northern_California_Current","CESM2",1.06526206458823,0.162453139002677,0.0498982876710445,0.00137839071412463
"Northern_California_Current","CIESM",2.22667130406149,0.0275285072337991,0.314437192314744,0.000626906525718347
"Northern_California_Current","CMCC-CM2-SR5",1.11174099928546,0.29522284479628,0.098970331232785,0.019690379752083
"Northern_California_Current","CMCC-ESM2",0.957180150967901,0.27631157816914,0.00778022342672285,0.000342045636811561
"Northern_California_Current","CNRM-CM6-1",2.19656775335658,0.106432002189315,0.0933992359598788,0.00622717338291306
"Northern_California_Current","EC-Earth3-CC",0.413266903099389,0.0535281309675072,0.0273733363137452,0.00845138184796938
"Northern_California_Current","GISS-E2-1-G",2.40730270760473,0.0157484949081805,0.0278011590363453,0.0085064330539233
"Northern_California_Current","HadGEM3-GC31-LL",0.923696881226206,0.0621978122685554,0.150304945656148,0.0184000359931369
"Northern_California_Current","HadGEM3-GC31-MM",1.1657120747985,0.0512456660801425,0.283539172616688,0.00156436889561776
"Northern_California_Current","INM-CM4-8",0.982742605545635,0.0696866377577277,0.127707380512971,0.0122060040853217
"Northern_California_Current","INM-CM5-0",0.0277418883636162,0.06704517482934,0.0750622203409166,0.00162463500937119
"Northern_California_Current","MIROC-ES2L",1.00760410061762,0.10505456337019,0.0230057768686601,0.00822029482946817
"Northern_California_Current","MIROC6",1.07135362376303,0.151220188710697,0.129631256217004,0.000535854312467735
"Northern_California_Current","NorESM2-LM",0.849898424773505,0.218197032627355,0.0839469312568569,0.0204380249475303
"Northern_California_Current","NorESM2-MM",0.293714533235349,0.392564303687783,0.225644552184893,0.00569120217623645
"Northern_California_Current","UKESM1-0-LL",0.686417227612251,0.207066430089812,0.0102868130018121,0.0270241550069526
"Southern_California_Current","ACCESS-CM2",0.828520618376599,0.1152309206465,0.15638997452233,0.00951891137153698
"Southern_California_Current","ACCESS-ESM1-5",1.09716221529642,0.0786236032121037,0.199561248108267,0.0118321871321388
"Southern_California_Current","BCC-CSM2-MR",0.0970088909880502,0.0383546048134121,0.194249929171096,0.00624712299557075
"Southern_California_Current","CAMS-CSM1-0",0.420576876411797,0.000472310444054047,0.218202011919288,0.00144647359249673
"Southern_California_Current","CanESM5-CanOE",1.608221327995,0.0262805267648145,0.195952774209084,0.0177133816676064
"Southern_California_Current","CanESM5",1.63860635055212,0.0804871976925624,0.20014646050464,0.0105141762777352
"Southern_California_Current","CESM2-WACCM",1.67924210085999,0.031649759315639,0.106392672766327,0.0133404367118926
"Southern_California_Current","CESM2",1.90137653200451,0.0598752571893953,0.250374664783131,0.00395576067979048
"Southern_California_Current","CIESM",3.30679868942233,0.0641671276062864,0.214520353881393,0.000587587294211264
"Southern_California_Current","CMCC-CM2-SR5",1.20557561967829,0.145120942731059,0.249113510371568,0.0175559448753944
"Southern_California_Current","CMCC-ESM2",1.1765268988172,0.166598304202003,0.0805820800646081,0.000905165676165803
"Southern_California_Current","CNRM-CM6-1",2.85823156782496,0.0754320557380401,0.226557445597076,0.00140566274044433
"Southern_California_Current","EC-Earth3-CC",0.782875219326121,0.00511505014398816,0.252373650300348,0.0133006660569703
"Southern_California_Current","GISS-E2-1-G",0.0255702394521364,0.0753309649878078,0.180828979469292,0.0114761818700413
"Southern_California_Current","HadGEM3-GC31-LL",1.1264407790803,0.0427845780127162,0.0131493549555947,0.0185625737474724
"Southern_California_Current","HadGEM3-GC31-MM",1.13600820183645,0.153158812107227,0.144283264143057,0.00564982958254679
"Southern_California_Current","INM-CM4-8",0.206549861274752,0.137911654231089,0.0450046629625475,0.0137010590974356
"Southern_California_Current","INM-CM5-0",1.39798410496255,0.120668178559066,0.190459567258821,0.00465923217270104
"Southern_California_Current","MIROC-ES2L",2.28006487828028,0.10593965235307,0.125350303407073,0.00907508901004118
"Southern_California_Current","MIROC6",1.68530189337299,0.0333670773844036,0.103827558430005,0.000768916313392749
"Southern_California_Current","NorESM2-LM",3.17360839355629,0.102925288137186,0.22596604077261,0.0228621466263973
"Southern_California_Current","NorESM2-MM",1.13088630671033,0.268256985557576,0.325343040475748,0.00147698171523562
"Southern_California_Current","UKESM1-0-LL",0.745551722690944,0.130758107769124,0.165382444082131,0.0269399482125381
