"region","max.anomaly"
"British_Columbia_Coast",3.44904075716917
"Eastern_Bering_Sea",5.0824405948332
"Gulf_of_Alaska",2.97509559993708
"North_Pacific",5.58913481002878
"Northern_California_Current",3.40535749594509
"Southern_California_Current",3.7620386477982
