"model","year","warming"
"CESM2-WACCM",1999,0.321139308695199
"CESM2-WACCM",2000,0.359385154912999
"CESM2-WACCM",2001,0.396944549414698
"CESM2-WACCM",2002,0.433640746164718
"CESM2-WACCM",2003,0.469376328528856
"CESM2-WACCM",2004,0.504134749544531
"CESM2-WACCM",2005,0.537977190989988
"CESM2-WACCM",2006,0.571035077930123
"CESM2-WACCM",2007,0.603498862376493
"CESM2-WACCM",2008,0.635603916752436
"CESM2-WACCM",2009,0.667614539679155
"CESM2-WACCM",2010,0.699807163055868
"CESM2-WACCM",2011,0.732453856246927
"CESM2-WACCM",2012,0.765807152287363
"CESM2-WACCM",2013,0.800087080128987
"CESM2-WACCM",2014,0.835471088993215
"CESM2-WACCM",2015,0.872087312850844
"CESM2-WACCM",2016,0.91001136452602
"CESM2-WACCM",2017,0.949266590558476
"CESM2-WACCM",2018,0.989827479741693
"CESM2-WACCM",2019,1.03162571792485
"CESM2-WACCM",2020,1.07455823331771
"CESM2-WACCM",2021,1.1184964895363
"CESM2-WACCM",2022,1.16329626191983
"CESM2-WACCM",2023,1.20880717451971
"CESM2-WACCM",2024,1.25488137343764
"CESM2-WACCM",2025,1.30138085488292
"CESM2-WACCM",2026,1.34818313762276
"CESM2-WACCM",2027,1.39518515105132
"CESM2-WACCM",2028,1.44230538239617
"CESM2-WACCM",2029,1.48948447036886
"CESM2-WACCM",2030,1.53668453014456
"CESM2",1940,0.0478189842607393
"CESM2",1941,0.0333906631968129
"CESM2",1942,0.0190669141835073
"CESM2",1943,0.00499724407524935
"CESM2",1944,-0.00864045929343155
"CESM2",1945,-0.0216695672144916
"CESM2",1946,-0.0339405030749687
"CESM2",1947,-0.0453515053253681
"CESM2",1948,-0.0558633520032611
"CESM2",1949,-0.0655073532566341
"CESM2",1950,-0.0743863331571435
"CESM2",1951,-0.0826687918378125
"CESM2",1952,-0.0905769168642265
"CESM2",1953,-0.0983695534668035
"CESM2",1954,-0.106321606257446
"CESM2",1955,-0.114701597443528
"CESM2",1956,-0.123749225551357
"CESM2",1957,-0.13365474323419
"CESM2",1958,-0.144541804272935
"CESM2",1959,-0.156455131952516
"CESM2",1960,-0.169353958082724
"CESM2",1961,-0.183111707246562
"CESM2",1962,-0.197521893511677
"CESM2",1963,-0.21230969851264
"CESM2",1964,-0.22714825124026
"CESM2",1965,-0.241678267438174
"CESM2",1966,-0.255529459198705
"CESM2",1967,-0.268342012382481
"CESM2",1968,-0.2797864587336
"CESM2",1969,-0.289580436961994
"CESM2",1970,-0.297501127027575
"CESM2",1971,-0.303392528647773
"CESM2",1972,-0.307167204999752
"CESM2",1973,-0.308802587001026
"CESM2",1974,-0.308332391985988
"CESM2",1975,-0.305834114295717
"CESM2",1976,-0.301413860466362
"CESM2",1977,-0.295190002332279
"CESM2",1978,-0.287277191405854
"CESM2",1979,-0.277772212575638
"CESM2",1980,-0.266742961313015
"CESM2",1981,-0.254221524006162
"CESM2",1982,-0.24020195296546
"CESM2",1983,-0.224642890323631
"CESM2",1984,-0.207474746826542
"CESM2",1985,-0.188610721503129
"CESM2",1986,-0.167960592973848
"CESM2",1987,-0.145445953570594
"CESM2",1988,-0.121015416033517
"CESM2",1989,-0.0946583116128714
"CESM2",1990,-0.0664155189446999
"CESM2",1991,-0.036386304738529
"CESM2",1992,-0.00473039930490704
"CESM2",1993,0.0283350572172487
"CESM2",1994,0.0625436140160703
"CESM2",1995,0.0975921256481861
"CESM2",1996,0.133156953842546
"CESM2",1997,0.168912498216955
"CESM2",1998,0.204550578660465
"CESM2",1999,0.239799096533886
"CESM2",2000,0.274438439866912
"CESM2",2001,0.308314266808366
"CESM2",2002,0.341345587936004
"CESM2",2003,0.373527447826882
"CESM2",2004,0.404927947667768
"CESM2",2005,0.435679816452264
"CESM2",2006,0.465967189093993
"CESM2",2007,0.496008647375984
"CESM2",2008,0.526037890262374
"CESM2",2009,0.556283597216796
"CESM2",2010,0.586950114849534
"CESM2",2011,0.61820052749877
"CESM2",2012,0.650143471802462
"CESM2",2013,0.682824740553007
"CESM2",2014,0.716224318415814
"CESM2",2015,0.750259035132099
"CESM2",2016,0.784790548880999
"CESM2",2017,0.81963792312541
"CESM2",2018,0.854593672029434
"CESM2",2019,0.889441854660002
"CESM2",2020,0.923976620870562
"CESM2",2021,0.958019566046453
"CESM2",2022,0.991434340370578
"CESM2",2023,1.02413717177556
"CESM2",2024,1.05610227997376
"CESM2",2025,1.08736155197099
"CESM2",2026,1.11799827999725
"CESM2",2027,1.14813518901755
"CESM2",2028,1.17791735964876
"CESM2",2029,1.20749094172263
"CESM2",2030,1.23697871651588
"CIESM",1940,0.240572306452166
"CIESM",1941,0.254248695214772
"CIESM",1942,0.26783818316739
"CIESM",1943,0.281202173037842
"CIESM",1944,0.294152253194828
"CIESM",1945,0.306467322392735
"CIESM",1946,0.317912026561715
"CIESM",1947,0.328255168449852
"CIESM",1948,0.337286800721545
"CIESM",1949,0.344832881383354
"CIESM",1950,0.350766631156234
"CIESM",1951,0.355016053942148
"CIESM",1952,0.357567429061326
"CIESM",1953,0.35846492261369
"CIESM",1954,0.357806763271209
"CIESM",1955,0.35573865892189
"CIESM",1956,0.352445276730828
"CIESM",1957,0.348140661657946
"CIESM",1958,0.343058428548838
"CIESM",1959,0.337442441398705
"CIESM",1960,0.331538509264433
"CIESM",1961,0.325587406580433
"CIESM",1962,0.319819294628785
"CIESM",1963,0.314449409183359
"CIESM",1964,0.309674712634579
"CIESM",1965,0.305671107354182
"CIESM",1966,0.302590783016432
"CIESM",1967,0.300559327153497
"CIESM",1968,0.299672358767257
"CIESM",1969,0.299991633524332
"CIESM",1970,0.301540792397197
"CIESM",1971,0.304301154684433
"CIESM",1972,0.308208159857637
"CIESM",1973,0.313149210283649
"CIESM",1974,0.318963732502393
"CIESM",1975,0.325446239711311
"CIESM",1976,0.332353033555789
"CIESM",1977,0.339412931802279
"CIESM",1978,0.346342064464091
"CIESM",1979,0.352862370245302
"CIESM",1980,0.358722983059162
"CIESM",1981,0.363723266844018
"CIESM",1982,0.367735880970213
"CIESM",1983,0.370727982132773
"CIESM",1984,0.372778530281225
"CIESM",1985,0.374089694912874
"CIESM",1986,0.374990570114243
"CIESM",1987,0.375931802879546
"CIESM",1988,0.377470303682055
"CIESM",1989,0.380243908846109
"CIESM",1990,0.384936654056449
"CIESM",1991,0.392236138769267
"CIESM",1992,0.402785246370532
"CIESM",1993,0.417131166425685
"CIESM",1994,0.435675178436245
"CIESM",1995,0.458626945394568
"CIESM",1996,0.485967088641428
"CIESM",1997,0.517421550244283
"CIESM",1998,0.552450694122579
"CIESM",1999,0.590255274265526
"CIESM",2000,0.629800352026835
"CIESM",2001,0.669857039362999
"CIESM",2002,0.709060662017313
"CIESM",2003,0.74598266782034
"CIESM",2004,0.779212446399529
"CIESM",2005,0.807444270483884
"CIESM",2006,0.829563898056694
"CIESM",2007,0.844729054046318
"CIESM",2008,0.852438082308405
"CIESM",2009,0.852581538499284
"CIESM",2010,0.845472367884451
"CIESM",2011,0.831851535591226
"CIESM",2012,0.812867479510406
"CIESM",2013,0.790029444315669
"CIESM",2014,0.765136518569532
"CIESM",2015,0.740185916285562
"CIESM",2016,0.717265599851492
"CIESM",2017,0.698437621551158
"CIESM",2018,0.685619471629805
"CIESM",2019,0.680471191901151
"CIESM",2020,0.684296005546064
"CIESM",2021,0.697961720390383
"CIESM",2022,0.721849214596294
"CIESM",2023,0.755832975056381
"CIESM",2024,0.799297025841615
"CIESM",2025,0.851187778623791
"CIESM",2026,0.910103499457214
"CIESM",2027,0.97441836732376
"CIESM",2028,1.04243765162705
"CIESM",2029,1.11257950375076
"CIESM",2030,1.18357837322358
"CMCC-CM2-SR5",1940,0.166965221175163
"CMCC-CM2-SR5",1941,0.161771923543427
"CMCC-CM2-SR5",1942,0.157028506593097
"CMCC-CM2-SR5",1943,0.153370679712328
"CMCC-CM2-SR5",1944,0.15154401626333
"CMCC-CM2-SR5",1945,0.152275287393343
"CMCC-CM2-SR5",1946,0.156163385475688
"CMCC-CM2-SR5",1947,0.163594052823797
"CMCC-CM2-SR5",1948,0.17468185528414
"CMCC-CM2-SR5",1949,0.189241523067128
"CMCC-CM2-SR5",1950,0.206789088413595
"CMCC-CM2-SR5",1951,0.226571362596567
"CMCC-CM2-SR5",1952,0.247620399240965
"CMCC-CM2-SR5",1953,0.268827865620912
"CMCC-CM2-SR5",1954,0.289032847557077
"CMCC-CM2-SR5",1955,0.307115675171094
"CMCC-CM2-SR5",1956,0.322089964592651
"CMCC-CM2-SR5",1957,0.333185267166912
"CMCC-CM2-SR5",1958,0.339913496268608
"CMCC-CM2-SR5",1959,0.342113608006834
"CMCC-CM2-SR5",1960,0.339970748095339
"CMCC-CM2-SR5",1961,0.334008109870279
"CMCC-CM2-SR5",1962,0.32505192024987
"CMCC-CM2-SR5",1963,0.314172111906042
"CMCC-CM2-SR5",1964,0.302603183365194
"CMCC-CM2-SR5",1965,0.291651341625054
"CMCC-CM2-SR5",1966,0.282595138930078
"CMCC-CM2-SR5",1967,0.276587368602652
"CMCC-CM2-SR5",1968,0.274565930514558
"CMCC-CM2-SR5",1969,0.277180718773755
"CMCC-CM2-SR5",1970,0.284742373639832
"CMCC-CM2-SR5",1971,0.297197070865378
"CMCC-CM2-SR5",1972,0.314129524523684
"CMCC-CM2-SR5",1973,0.334794209184764
"CMCC-CM2-SR5",1974,0.358172632366476
"CMCC-CM2-SR5",1975,0.383052476675934
"CMCC-CM2-SR5",1976,0.408122737823292
"CMCC-CM2-SR5",1977,0.432077739275879
"CMCC-CM2-SR5",1978,0.45372220101301
"CMCC-CM2-SR5",1979,0.472069430586364
"CMCC-CM2-SR5",1980,0.486425195376945
"CMCC-CM2-SR5",1981,0.496450885335875
"CMCC-CM2-SR5",1982,0.502201102790198
"CMCC-CM2-SR5",1983,0.504132701532823
"CMCC-CM2-SR5",1984,0.503084396649563
"CMCC-CM2-SR5",1985,0.50022821990503
"CMCC-CM2-SR5",1986,0.496996141310015
"CMCC-CM2-SR5",1987,0.49498696425456
"CMCC-CM2-SR5",1988,0.495859999557507
"CMCC-CM2-SR5",1989,0.501222934523187
"CMCC-CM2-SR5",1990,0.512521676505726
"CMCC-CM2-SR5",1991,0.530939748677799
"CMCC-CM2-SR5",1992,0.557314073552674
"CMCC-CM2-SR5",1993,0.592072762131578
"CMCC-CM2-SR5",1994,0.635198932250692
"CMCC-CM2-SR5",1995,0.686222733413934
"CMCC-CM2-SR5",1996,0.744241797300678
"CMCC-CM2-SR5",1997,0.807968407846061
"CMCC-CM2-SR5",1998,0.875799930189545
"CMCC-CM2-SR5",1999,0.94590757471229
"CMCC-CM2-SR5",2000,1.01633749595221
"CMCC-CM2-SR5",2001,1.08511759941242
"CMCC-CM2-SR5",2002,1.150363279423
"CMCC-CM2-SR5",2003,1.21037562907344
"CMCC-CM2-SR5",2004,1.26372640532657
"CMCC-CM2-SR5",2005,1.30932512582334
"CMCC-CM2-SR5",2006,1.34646502317591
"CMCC-CM2-SR5",2007,1.37484607828807
"CMCC-CM2-SR5",2008,1.39457488220158
"CMCC-CM2-SR5",2009,1.40614252629842
"CMCC-CM2-SR5",2010,1.41038299632257
"CMCC-CM2-SR5",2011,1.4084155692761
"CMCC-CM2-SR5",2012,1.40157543112405
"CMCC-CM2-SR5",2013,1.39133712208476
"CMCC-CM2-SR5",2014,1.37923547732305
"CMCC-CM2-SR5",2015,1.36678849179937
"CMCC-CM2-SR5",2016,1.35542604786194
"CMCC-CM2-SR5",2017,1.3464277674791
"CMCC-CM2-SR5",2018,1.34087246121923
"CMCC-CM2-SR5",2019,1.33960081838487
"CMCC-CM2-SR5",2020,1.3431921872932
"CMCC-CM2-SR5",2021,1.35195559091523
"CMCC-CM2-SR5",2022,1.36593455502467
"CMCC-CM2-SR5",2023,1.38492491981674
"CMCC-CM2-SR5",2024,1.40850456914
"CMCC-CM2-SR5",2025,1.43607393410249
"CMCC-CM2-SR5",2026,1.46690618538854
"CMCC-CM2-SR5",2027,1.50020618640433
"CMCC-CM2-SR5",2028,1.53517749741311
"CMCC-CM2-SR5",2029,1.57109695932772
"CMCC-CM2-SR5",2030,1.60739661011128
"CMCC-ESM2",1940,0.244600899282089
"CMCC-ESM2",1941,0.245165318825602
"CMCC-ESM2",1942,0.246150268927655
"CMCC-ESM2",1943,0.24812513575269
"CMCC-ESM2",1944,0.251713051848961
"CMCC-ESM2",1945,0.25745129928752
"CMCC-ESM2",1946,0.265677162819425
"CMCC-ESM2",1947,0.276444693806615
"CMCC-ESM2",1948,0.289476658786295
"CMCC-ESM2",1949,0.304154019851802
"CMCC-ESM2",1950,0.319542868893853
"CMCC-ESM2",1951,0.334456077488952
"CMCC-ESM2",1952,0.347544298006583
"CMCC-ESM2",1953,0.357408616238359
"CMCC-ESM2",1954,0.362725337941897
"CMCC-ESM2",1955,0.362372270480505
"CMCC-ESM2",1956,0.355545555100753
"CMCC-ESM2",1957,0.341856664760858
"CMCC-ESM2",1958,0.321400583161779
"CMCC-ESM2",1959,0.29478832804083
"CMCC-ESM2",1960,0.26313971777319
"CMCC-ESM2",1961,0.228035396113067
"CMCC-ESM2",1962,0.191430382819267
"CMCC-ESM2",1963,0.155534550923047
"CMCC-ESM2",1964,0.122668193876245
"CMCC-ESM2",1965,0.0951030137965347
"CMCC-ESM2",1966,0.074900256412914
"CMCC-ESM2",1967,0.0637582195194674
"CMCC-ESM2",1968,0.0628809196150725
"CMCC-ESM2",1969,0.0728783395977048
"CMCC-ESM2",1970,0.0937064948779483
"CMCC-ESM2",1971,0.124652707128473
"CMCC-ESM2",1972,0.164368177785039
"CMCC-ESM2",1973,0.210946457068147
"CMCC-ESM2",1974,0.262042974965047
"CMCC-ESM2",1975,0.315027700342203
"CMCC-ESM2",1976,0.367160460562227
"CMCC-ESM2",1977,0.415776680999139
"CMCC-ESM2",1978,0.458470427937484
"CMCC-ESM2",1979,0.49326172726338
"CMCC-ESM2",1980,0.518736179349184
"CMCC-ESM2",1981,0.534146819071297
"CMCC-ESM2",1982,0.539470834093211
"CMCC-ESM2",1983,0.535416954673196
"CMCC-ESM2",1984,0.523382825453624
"CMCC-ESM2",1985,0.505365204539353
"CMCC-ESM2",1986,0.483829147689323
"CMCC-ESM2",1987,0.461545184883278
"CMCC-ESM2",1988,0.441405679450955
"CMCC-ESM2",1989,0.426232925187353
"CMCC-ESM2",1990,0.41859199619294
"CMCC-ESM2",1991,0.420620897940613
"CMCC-ESM2",1992,0.433889225520998
"CMCC-ESM2",1993,0.459294429213585
"CMCC-ESM2",1994,0.497002085478788
"CMCC-ESM2",1995,0.54643348029952
"CMCC-ESM2",1996,0.606300562174475
"CMCC-ESM2",1997,0.674685150140514
"CMCC-ESM2",1998,0.749156411665583
"CMCC-ESM2",1999,0.826918250801163
"CMCC-ESM2",2000,0.904976520514097
"CMCC-ESM2",2001,0.980314993686364
"CMCC-ESM2",2002,1.05006883545559
"CMCC-ESM2",2003,1.11168489659971
"CMCC-ESM2",2004,1.16305941921566
"CMCC-ESM2",2005,1.20264559011444
"CMCC-ESM2",2006,1.22952563613041
"CMCC-ESM2",2007,1.24344464857168
"CMCC-ESM2",2008,1.24480586362082
"CMCC-ESM2",2009,1.23462953147716
"CMCC-ESM2",2010,1.21447962037849
"CMCC-ESM2",2011,1.18636429565985
"CMCC-ESM2",2012,1.15261730235199
"CMCC-ESM2",2013,1.11576802078678
"CMCC-ESM2",2014,1.0784080615537
"CMCC-ESM2",2015,1.04306186383808
"CMCC-ESM2",2016,1.01206793946918
"CMCC-ESM2",2017,0.987476269370135
"CMCC-ESM2",2018,0.970966029765505
"CMCC-ESM2",2019,0.963786426037961
"CMCC-ESM2",2020,0.966722058482216
"CMCC-ESM2",2021,0.980083035193893
"CMCC-ESM2",2022,1.00371905739999
"CMCC-ESM2",2023,1.03705597733368
"CMCC-ESM2",2024,1.07915288382158
"CMCC-ESM2",2025,1.12877759329456
"CMCC-ESM2",2026,1.18449847734145
"CMCC-ESM2",2027,1.24479078846238
"CMCC-ESM2",2028,1.30815599054064
"CMCC-ESM2",2029,1.37325299634484
"CMCC-ESM2",2030,1.43904060505384
"CNRM-CM6-1",1940,0.0144323749509114
"CNRM-CM6-1",1941,0.0104530022303542
"CNRM-CM6-1",1942,0.00643848270670363
"CNRM-CM6-1",1943,0.00234312515867654
"CNRM-CM6-1",1944,-0.00187925218301925
"CNRM-CM6-1",1945,-0.00626162436318491
"CNRM-CM6-1",1946,-0.0108124957281775
"CNRM-CM6-1",1947,-0.0155077046484624
"CNRM-CM6-1",1948,-0.0202858059846936
"CNRM-CM6-1",1949,-0.0250473316101849
"CNRM-CM6-1",1950,-0.029657964500339
"CNRM-CM6-1",1951,-0.0339553698258573
"CNRM-CM6-1",1952,-0.0377591366519743
"CNRM-CM6-1",1953,-0.040883024500754
"CNRM-CM6-1",1954,-0.0431485051700114
"CNRM-CM6-1",1955,-0.04439846173433
"CNRM-CM6-1",1956,-0.0445098669368569
"CNRM-CM6-1",1957,-0.0434043180142653
"CNRM-CM6-1",1958,-0.0410554522015909
"CNRM-CM6-1",1959,-0.0374924967746978
"CNRM-CM6-1",1960,-0.0327995025678625
"CNRM-CM6-1",1961,-0.0271101479022076
"CNRM-CM6-1",1962,-0.020598354425487
"CNRM-CM6-1",1963,-0.0134652994584202
"CNRM-CM6-1",1964,-0.0059237136012046
"CNRM-CM6-1",1965,0.00181940710845264
"CNRM-CM6-1",1966,0.0095803881837659
"CNRM-CM6-1",1967,0.0172154165522133
"CNRM-CM6-1",1968,0.0246347301051737
"CNRM-CM6-1",1969,0.0318132978767909
"CNRM-CM6-1",1970,0.0387970670780187
"CNRM-CM6-1",1971,0.0457041626042101
"CNRM-CM6-1",1972,0.0527207852621187
"CNRM-CM6-1",1973,0.0600919398905056
"CNRM-CM6-1",1974,0.0681075048731073
"CNRM-CM6-1",1975,0.0770845016284665
"CNRM-CM6-1",1976,0.0873467103562811
"CNRM-CM6-1",1977,0.0992029849659948
"CNRM-CM6-1",1978,0.112925730197673
"CNRM-CM6-1",1979,0.128731009263762
"CNRM-CM6-1",1980,0.14676165058673
"CNRM-CM6-1",1981,0.16707452494335
"CNRM-CM6-1",1982,0.189632884342531
"CNRM-CM6-1",1983,0.214304312088461
"CNRM-CM6-1",1984,0.240864454934072
"CNRM-CM6-1",1985,0.269006320657735
"CNRM-CM6-1",1986,0.298354555744788
"CNRM-CM6-1",1987,0.328483794253377
"CNRM-CM6-1",1988,0.358939912757308
"CNRM-CM6-1",1989,0.389262854470722
"CNRM-CM6-1",1990,0.419009608696241
"CNRM-CM6-1",1991,0.447775952822575
"CNRM-CM6-1",1992,0.475215679173314
"CNRM-CM6-1",1993,0.501056227229464
"CNRM-CM6-1",1994,0.525109906480182
"CNRM-CM6-1",1995,0.547280205401523
"CNRM-CM6-1",1996,0.567563014185641
"CNRM-CM6-1",1997,0.586042918448085
"CNRM-CM6-1",1998,0.602885024957787
"CNRM-CM6-1",1999,0.618323038050944
"CNRM-CM6-1",2000,0.632644500706185
"CNRM-CM6-1",2001,0.6461742365487
"CNRM-CM6-1",2002,0.659257073565589
"CNRM-CM6-1",2003,0.672240898382718
"CNRM-CM6-1",2004,0.685460988598362
"CNRM-CM6-1",2005,0.699226411784916
"CNRM-CM6-1",2006,0.713809078939382
"CNRM-CM6-1",2007,0.729435815228831
"CNRM-CM6-1",2008,0.746283580394289
"CNRM-CM6-1",2009,0.764477752879308
"CNRM-CM6-1",2010,0.78409320115896
"CNRM-CM6-1",2011,0.805157715028885
"CNRM-CM6-1",2012,0.827657266788881
"CNRM-CM6-1",2013,0.851542520779141
"CNRM-CM6-1",2014,0.876736008506214
"CNRM-CM6-1",2015,0.903139430384498
"CNRM-CM6-1",2016,0.930640625262218
"CNRM-CM6-1",2017,0.959119854336882
"CNRM-CM6-1",2018,0.988455164489644
"CNRM-CM6-1",2019,1.01852671514765
"CNRM-CM6-1",2020,1.04922006130227
"CNRM-CM6-1",2021,1.08042847415508
"CNRM-CM6-1",2022,1.1120544437456
"CNRM-CM6-1",2023,1.14401054179994
"CNRM-CM6-1",2024,1.17621982821861
"CNRM-CM6-1",2025,1.20861596446991
"CNRM-CM6-1",2026,1.24114315757688
"CNRM-CM6-1",2027,1.27375600704979
"CNRM-CM6-1",2028,1.30641927253567
"CNRM-CM6-1",2029,1.33910753054592
"CNRM-CM6-1",2030,1.37180465181486
"EC-Earth3-CC",1940,0.512310876717504
"EC-Earth3-CC",1941,0.527990906420221
"EC-Earth3-CC",1942,0.54350026332813
"EC-Earth3-CC",1943,0.558580522916548
"EC-Earth3-CC",1944,0.572897257262371
"EC-Earth3-CC",1945,0.586074623688431
"EC-Earth3-CC",1946,0.597726946409745
"EC-Earth3-CC",1947,0.607486722620941
"EC-Earth3-CC",1948,0.615028518204453
"EC-Earth3-CC",1949,0.620088310553521
"EC-Earth3-CC",1950,0.622477974401638
"EC-Earth3-CC",1951,0.622094777069942
"EC-Earth3-CC",1952,0.618925937439206
"EC-Earth3-CC",1953,0.613048493490241
"EC-Earth3-CC",1954,0.604624902551876
"EC-Earth3-CC",1955,0.593894954211611
"EC-Earth3-CC",1956,0.581164698282074
"EC-Earth3-CC",1957,0.566793172245527
"EC-Earth3-CC",1958,0.551177750379449
"EC-Earth3-CC",1959,0.534738929747124
"EC-Earth3-CC",1960,0.51790531901714
"EC-Earth3-CC",1961,0.501099510046775
"EC-Earth3-CC",1962,0.48472539696906
"EC-Earth3-CC",1963,0.469157372368444
"EC-Earth3-CC",1964,0.45473168501695
"EC-Earth3-CC",1965,0.441740098574255
"EC-Earth3-CC",1966,0.430425854882275
"EC-Earth3-CC",1967,0.420981826850551
"EC-Earth3-CC",1968,0.413550650357472
"EC-Earth3-CC",1969,0.408226555760008
"EC-Earth3-CC",1970,0.40505857880879
"EC-Earth3-CC",1971,0.404054816998042
"EC-Earth3-CC",1972,0.405187407587668
"EC-Earth3-CC",1973,0.408397933037689
"EC-Earth3-CC",1974,0.413603002620863
"EC-Earth3-CC",1975,0.420699809262379
"EC-Earth3-CC",1976,0.429571512047329
"EC-Earth3-CC",1977,0.440092341871186
"EC-Earth3-CC",1978,0.452132366074609
"EC-Earth3-CC",1979,0.465561874787293
"EC-Earth3-CC",1980,0.480255365970282
"EC-Earth3-CC",1981,0.496095108347365
"EC-Earth3-CC",1982,0.51297425364539
"EC-Earth3-CC",1983,0.530799455146318
"EC-Earth3-CC",1984,0.549492932632931
"EC-Earth3-CC",1985,0.568993908851916
"EC-Earth3-CC",1986,0.589259333896628
"EC-Earth3-CC",1987,0.610263815014848
"EC-Earth3-CC",1988,0.631998682754838
"EC-Earth3-CC",1989,0.654470151139054
"EC-Earth3-CC",1990,0.677696569178021
"EC-Earth3-CC",1991,0.701704811392006
"EC-Earth3-CC",1992,0.726525912538018
"EC-Earth3-CC",1993,0.752190111744087
"EC-Earth3-CC",1994,0.778721528307961
"EC-Earth3-CC",1995,0.806132739880147
"EC-Earth3-CC",1996,0.834419568299135
"EC-Earth3-CC",1997,0.863556394506349
"EC-Earth3-CC",1998,0.89349231858225
"EC-Earth3-CC",1999,0.924148452531911
"EC-Earth3-CC",2000,0.955416582423192
"EC-Earth3-CC",2001,0.987159365209347
"EC-Earth3-CC",2002,1.01921213825023
"EC-Earth3-CC",2003,1.0513863219304
"EC-Earth3-CC",2004,1.08347429472611
"EC-Earth3-CC",2005,1.11525552304187
"EC-Earth3-CC",2006,1.14650364253942
"EC-Earth3-CC",2007,1.17699412028486
"EC-Earth3-CC",2008,1.20651208337966
"EC-Earth3-CC",2009,1.23485988362901
"EC-Earth3-CC",2010,1.26186398096311
"EC-Earth3-CC",2011,1.28738077021176
"EC-Earth3-CC",2012,1.31130104361025
"EC-Earth3-CC",2013,1.3335528701512
"EC-Earth3-CC",2014,1.35410277593167
"EC-Earth3-CC",2015,1.37295521908845
"EC-Earth3-CC",2016,1.39015046028622
"EC-Earth3-CC",2017,1.4057610266267
"EC-Earth3-CC",2018,1.41988704566009
"EC-Earth3-CC",2019,1.43265078069397
"EC-Earth3-CC",2020,1.44419072453723
"EC-Earth3-CC",2021,1.4546556042382
"EC-Earth3-CC",2022,1.46419861484555
"EC-Earth3-CC",2023,1.47297213882158
"EC-Earth3-CC",2024,1.48112312487711
"EC-Earth3-CC",2025,1.48878920301207
"EC-Earth3-CC",2026,1.49609551018734
"EC-Earth3-CC",2027,1.50315210284249
"EC-Earth3-CC",2028,1.51005174803761
"EC-Earth3-CC",2029,1.51686782340539
"EC-Earth3-CC",2030,1.52365202529863
"GISS-E2-1-G",1940,0.112612230139229
"GISS-E2-1-G",1941,0.0944960584881947
"GISS-E2-1-G",1942,0.0770034592045853
"GISS-E2-1-G",1943,0.0610184709357958
"GISS-E2-1-G",1944,0.0475787292924131
"GISS-E2-1-G",1945,0.0376912537744834
"GISS-E2-1-G",1946,0.0321730534485827
"GISS-E2-1-G",1947,0.0315245344625883
"GISS-E2-1-G",1948,0.0358424361413088
"GISS-E2-1-G",1949,0.0447768039623974
"GISS-E2-1-G",1950,0.0575336128867969
"GISS-E2-1-G",1951,0.0729214009637566
"GISS-E2-1-G",1952,0.0894369900347741
"GISS-E2-1-G",1953,0.10538237550794
"GISS-E2-1-G",1954,0.119002443750118
"GISS-E2-1-G",1955,0.128631551069671
"GISS-E2-1-G",1956,0.132836327047049
"GISS-E2-1-G",1957,0.130542417205692
"GISS-E2-1-G",1958,0.121134236593245
"GISS-E2-1-G",1959,0.104519060902047
"GISS-E2-1-G",1960,0.081149752214058
"GISS-E2-1-G",1961,0.052003857861787
"GISS-E2-1-G",1962,0.0185204483466563
"GISS-E2-1-G",1963,-0.0175004274235885
"GISS-E2-1-G",1964,-0.0540276860714774
"GISS-E2-1-G",1965,-0.0889481292658214
"GISS-E2-1-G",1966,-0.120222342762323
"GISS-E2-1-G",1967,-0.146035003930252
"GISS-E2-1-G",1968,-0.164927495561456
"GISS-E2-1-G",1969,-0.175902195423918
"GISS-E2-1-G",1970,-0.178490160727014
"GISS-E2-1-G",1971,-0.172776956392433
"GISS-E2-1-G",1972,-0.159384831257872
"GISS-E2-1-G",1973,-0.139413037525327
"GISS-E2-1-G",1974,-0.11434151568573
"GISS-E2-1-G",1975,-0.0859061441599864
"GISS-E2-1-G",1976,-0.0559560328889809
"GISS-E2-1-G",1977,-0.0263047351951026
"GISS-E2-1-G",1978,0.00141235058403877
"GISS-E2-1-G",1979,0.0258627477371906
"GISS-E2-1-G",1980,0.0461137928302664
"GISS-E2-1-G",1981,0.0616940380159198
"GISS-E2-1-G",1982,0.0726146004908431
"GISS-E2-1-G",1983,0.0793493084089649
"GISS-E2-1-G",1984,0.0827759778475633
"GISS-E2-1-G",1985,0.0840844186294704
"GISS-E2-1-G",1986,0.084659533228021
"GISS-E2-1-G",1987,0.0859499109394682
"GISS-E2-1-G",1988,0.0893334598083652
"GISS-E2-1-G",1989,0.0959917688873995
"GISS-E2-1-G",1990,0.106804045031768
"GISS-E2-1-G",1991,0.122269698057848
"GISS-E2-1-G",1992,0.142466110290486
"GISS-E2-1-G",1993,0.167045040603089
"GISS-E2-1-G",1994,0.195267744346868
"GISS-E2-1-G",1995,0.226075527770717
"GISS-E2-1-G",1996,0.258189386153474
"GISS-E2-1-G",1997,0.290229860772294
"GISS-E2-1-G",1998,0.320846505025933
"GISS-E2-1-G",1999,0.348845522547365
"GISS-E2-1-G",2000,0.373304299515682
"GISS-E2-1-G",2001,0.393662684849052
"GISS-E2-1-G",2002,0.409782877802667
"GISS-E2-1-G",2003,0.421972490420287
"GISS-E2-1-G",2004,0.430968530165989
"GISS-E2-1-G",2005,0.437883423720421
"GISS-E2-1-G",2006,0.444117487333318
