"year","ACCESS-CM2","ACCESS-ESM1-5","BCC-CSM2-MR","CAMS-CSM1-0","CanESM5-CanOE","CanESM5","CESM2-WACCM","CESM2","CIESM","CMCC-CM2-SR5","CMCC-ESM2","CNRM-CM6-1","EC-Earth3-CC","GISS-E2-1-G","HadGEM3-GC31-LL","HadGEM3-GC31-MM","INM-CM4-8","INM-CM5-0","MIROC-ES2L","MIROC6","NorESM2-LM","NorESM2-MM","UKESM1-0-LL"
1850,0.226858005165798,0.109360762363774,0.0620035680779474,-0.00633296491243574,0.0261575085864178,-0.080820068941866,0.0673039465068845,-0.0164331707599035,-0.11983592096685,-0.145409510836949,-0.0594460582345548,0.445383978229247,0.28757559867696,0.030673431103833,0.160114617580277,0.323480982361578,-0.134388105289607,-0.0799491115017265,0.0196069603967093,-0.0067258246437663,0.0145486522095574,0.167389065956294,0.233533974831894
1851,0.218244631519815,0.104730481249402,0.0578540948721699,-0.00948799411520524,0.0222646804428771,-0.0807815892796546,0.0639106748141915,-0.0161788079664206,-0.119595844614839,-0.145455537317515,-0.0621182107278779,0.429057425461124,0.271434155175149,0.0285816463296777,0.154169512039801,0.311989024909329,-0.13270613429738,-0.0802583046574458,0.0177869237426065,-0.00735833855344902,0.0147086631617002,0.161901297921573,0.227642013695366
1852,0.209742664528915,0.100170728646131,0.0537903774257219,-0.0125565423610716,0.0184648570314862,-0.0806909598956726,0.0605733493598704,-0.0159239621934532,-0.119294009977577,-0.145411395306862,-0.06467810057895,0.412958447923802,0.255584745957445,0.0265349974242278,0.148303474781804,0.300643063711457,-0.131000073709489,-0.0805146157939046,0.016009423168143,-0.00797019658816701,0.0148555269837336,0.156473164459581,0.221798320598111
1853,0.201352501782554,0.09568075134976,0.0498124301562011,-0.0155370215388376,0.0147570696592298,-0.0805499857234158,0.0572911233060123,-0.0156702983406666,-0.118929915719258,-0.145278026852462,-0.0671256603009788,0.397086506769401,0.240030338668192,0.0245327402193917,0.142516016039317,0.289443351571493,-0.129269426726098,-0.0807179838591408,0.0142740115084637,-0.00856174261191244,0.0149877714807626,0.151104168241458,0.216000629196794
1854,0.193074540870189,0.0912597961560886,0.0459202674812051,-0.0184278435373063,0.0111403496330929,-0.0803604716963803,0.0540631498147082,-0.0154194813077262,-0.11850306050408,-0.145056374001787,-0.0694608224071721,0.381441063150039,0.224773900951739,0.0225741305470778,0.136806646045371,0.278390141292966,-0.127513696547372,-0.0808683478011926,0.0125802415987135,-0.00913332048867748,0.0151039244578921,0.145793811938341,0.210246673148082
1855,0.184909179381275,0.0869071098609162,0.0421139038183316,-0.0212274202452805,0.00761372826006008,-0.0801242227480618,0.0508885820480492,-0.0151731759942974,-0.118012942996236,-0.144747378802311,-0.0716835194107379,0.366021578217835,0.209818400452431,0.0206584242391947,0.131174875032996,0.267483685679409,-0.125732386373475,-0.0809656465680978,0.0109276662740373,-0.0096852740824543,0.0152025137202268,0.14054159822137,0.204534186108644
1856,0.176856814905268,0.0826219392600418,0.0383933535851784,-0.0239341635515631,0.00417623684711622,-0.0798430438119561,0.0477665731681263,-0.0149330473000456,-0.117459061859923,-0.144351983301506,-0.0737936838248837,0.350827513124908,0.195166804814616,0.0187848771276507,0.125620213235222,0.256724237534349,-0.123924999404571,-0.0810098191078945,0.00931583836957999,-0.0102179472572351,0.0152820670728716,0.135347029761682,0.198860901735145
1857,0.168917845031624,0.0784035311492649,0.0347586311993432,-0.0265464853449571,0.000826906701246077,-0.0795187398215593,0.0446962763370307,-0.0147007601246362,-0.116840915759337,-0.143871129546845,-0.0757912481628175,0.335858329023378,0.180822081682639,0.0169527450443543,0.12014217088508,0.24611204966132,-0.122091038840824,-0.0810008043686206,0.00774431072048643,-0.010731683877012,0.0153411123209314,0.130209609230418,0.193224553684254
1858,0.1610926673498,0.0742511323243846,0.0312097510784236,-0.0290627975142654,-0.00243523087056555,-0.0791531157103671,0.0416768447168534,-0.0144779793677346,-0.116158003358673,-0.1433057595858,-0.0776761449377471,0.321113487065362,0.166787198700848,0.0151612838212141,0.1147402582156,0.23564737486385,-0.120230007882398,-0.0809385412983141,0.00621263616190153,-0.0112268278057771,0.0153781772695111,0.125128839298714,0.187622875612637
1859,0.153381679449252,0.0701639895812002,0.0277467276400174,-0.0314815119482909,-0.00561114456133389,-0.0787479764118754,0.0387074314696855,-0.0142663699290061,-0.115409823322127,-0.142656815465845,-0.0794483066628802,0.306592448402981,0.15306512351359,0.0134097492901384,0.109413985459812,0.225330465945469,-0.118341409729458,-0.080822968845013,0.00472036752897017,-0.0117037229075227,0.0153917897237154,0.12010422263771,0.182053601176961
