"region","PDO_p","PDO_tau","NPGO_p","NPGO_tau"
"British_Columbia_Coast",0.000403379941594801,3.5378625766469,1.11421786389994e-05,-4.39373078185704
"Eastern_Bering_Sea",0.000130453957688515,3.82560001356457,0.000368123786005045,-3.56194052697113
"Gulf_of_Alaska",0.137685974252842,1.48446359500711,0.190853890016501,-1.30805725566736
"Northern_California_Current",0.00049113252584564,3.4855466790255,2.30027455191345e-08,-5.58775227677392
"Southern_California_Current",0.000284063809996889,3.62941539748434,1.4426496183441e-08,-5.66824810789191
