"sigma_d","true","weighted_10","weighted_mean","weighted_90"
0.2,0.384953921650588,0.346086559487296,0.381060495275147,0.690646807226779
0.2,1.7660990111797,1.48931720682308,1.59426726246757,2.27697009636984
0.2,0.595167426483593,0.346073560243108,0.380764604515385,0.690115237993816
0.2,1.83342159670075,1.48937764713167,1.59423863235131,2.27679375393564
0.2,0.670666107610174,0.346079210984607,0.380919233344623,0.690143252988509
0.2,1.46528247469663,1.48942300961136,1.59433274908252,2.2767925133665
0.2,0.380935940455245,0.346079211108656,0.380919237668144,0.690143260641046
0.2,0.83057837932492,1.48942825547874,1.5943327438902,2.27679250642538
0.2,0.792933522328938,0.345909078569046,0.372795642508178,0.605487356601906
0.2,2.68392681816851,1.48788193303433,1.57322784803193,2.00263506573642
0.2,1.04708464410189,0.346078970661983,0.380906656871316,0.679225791071387
0.2,2.61756770057239,1.48942090139848,1.5943061332049,2.27669328176805
0.2,0.681497160775544,0.346079182443221,0.380918209946963,0.690141275451588
0.2,1.71761420547883,1.48942279259521,1.59433285137223,2.27679308833028
0.2,0.529127167504495,0.346079178575613,0.380918301461545,0.690143816311906
0.2,1.73781100915735,1.48942254654671,1.59433276982348,2.2767935908432
0.2,0.820877837646193,0.346079211108656,0.380919237668144,0.690143260641046
0.2,1.24357821890877,1.48942522178741,1.5943327438902,2.27679250642538
0.2,1.38464668814442,0.346079211108654,0.380919237668,0.689960094340093
0.2,2.34189680598589,1.48942298307079,1.59433274389,2.27679250642483
0.2,1.20705727520393,0.346079211108656,0.380919237668144,0.690143260641046
0.2,1.80665309086733,1.48942298307081,1.5943327438902,2.27679250642538
0.2,0.786430521874216,0.346079210981824,0.380919232004563,0.690143243408206
0.2,1.55806912659207,1.48942298242564,1.59433274740486,2.27679251195769
0.2,1.25137389044051,0.346079171566877,0.380916987248308,0.674689160748162
0.2,1.9148324657668,1.48942269479457,1.59433170207678,2.27679200610916
0.2,0.460139408340982,0.346078641170023,0.380870406727802,0.690455806568322
0.2,1.45605585306599,1.50129301537515,1.59497400346035,2.27764535811198
0.2,0.593015314044268,0.34548748819377,0.359773822804681,0.667650976618815
0.2,2.06790329708913,1.48316541982007,1.54865115308041,2.20085523795649
0.2,0.423826687644679,0.346079580571589,0.380924226014456,0.690189625141098
0.2,1.87710724869596,1.48940951655346,1.59429331588572,2.27677977124149
0.2,0.597243749999636,0.346078875905989,0.380909999110132,0.689868741000484
0.2,1.50712688003036,1.48942863861281,1.59434654896607,2.27628458603777
0.2,0.707526925337782,0.346079211108656,0.380919237668137,0.690143260641029
0.2,1.53454217781062,1.48942298307081,1.59433274389021,2.27679250642539
0.2,0.6128965198504,0.346079158708736,0.380917707803907,0.690142271512095
0.2,1.61917525521926,1.48942265120462,1.59433386019369,2.27679457042505
0.2,0.380689807223835,0.346079252577534,0.380920050133536,0.68987379962904
0.2,1.37796004631107,1.49625365983466,1.59433631545918,2.27626930620301
0.2,0.405984772283069,0.346079211338479,0.380919241657565,0.690143293627987
0.2,1.68355694081452,1.48942297867776,1.59433275032816,2.27679252432167
0.2,0.345371720271881,0.482994039796385,0.616135777979999,0.809341282306376
0.2,1.51161299693261,1.75352617133782,2.14294028707363,2.5607121322114
0.2,0.544355585128767,0.346061986840792,0.380432819506521,0.690296384684462
0.2,2.08616473065639,1.48916714271687,1.59272608074217,2.27524327488205
0.205,0.384953921650588,0.346173910027275,0.38379160453833,0.699409733100114
0.205,1.7660990111797,1.48828497902497,1.6005457021501,2.29045396744453
0.205,0.595167426483593,0.346156056504297,0.3834037735388,0.698752839973334
0.205,1.83342159670075,1.48835917163773,1.60048475327932,2.29022171593389
0.205,0.670666107610174,0.346163474140782,0.383600031879531,0.698762274265919
0.205,1.46528247469663,1.48841933851575,1.60059341437563,2.2902010950085
0.205,0.380935940455245,0.346163474426224,0.383600041510336,0.698762285272383
0.205,0.83057837932492,1.48842698117923,1.600593402005,2.29020107954385
0.205,0.792933522328938,0.345968464421793,0.374625009943792,0.614158273274035
0.205,2.68392681816851,1.48663767063461,1.57730331053326,2.01333870871157
0.205,1.04708464410189,0.346163105013923,0.383581485900052,0.687244393012686
0.205,2.61756770057239,1.48841604994588,1.60055386207966,2.29006356266025
0.205,0.681497160775544,0.346163425624914,0.383598347632038,0.698759370402715
0.205,1.71761420547883,1.48841896200279,1.6005936722365,2.29020211430838
0.205,0.529127167504495,0.346163423133905,0.383598600256178,0.698525973332135
0.205,1.73781100915735,1.48841857222924,1.60059363345253,2.28974267812632
0.205,0.820877837646193,0.346163474426224,0.383600041510336,0.698762285272383
0.205,1.24357821890877,1.4884223981862,1.600593402005,2.29020107954385
0.205,1.38464668814442,0.346163474426214,0.383600041509784,0.698532160640673
0.205,2.34189680598589,1.48841928775323,1.60059340200423,2.29020107954184
0.205,1.20705727520393,0.346163474426224,0.383600041510336,0.698762285272383
0.205,1.80665309086733,1.48841928775332,1.600593402005,2.29020107954385
0.205,0.786430521874216,0.346163474132605,0.383600028815832,0.698524832893998
0.205,1.55806912659207,1.48841928626796,1.60059341057473,2.28974087927663
0.205,1.25137389044051,0.346163407824297,0.383596422099717,0.681908033073594
0.205,1.9148324657668,1.48841879793134,1.60059176959156,2.2902004454901
0.205,0.460139408340982,0.346163461068214,0.383553018252933,0.699187491722432
0.205,1.45605585306599,1.5005295789527,1.60142983774086,2.29124190008827
0.205,0.593015314044268,0.345515499316479,0.361670849681786,0.678801464096907
0.205,2.06790329708913,1.48159081586522,1.55340816902355,2.2167557020193
0.205,0.423826687644679,0.346164103487196,0.383608737247608,0.698829589682206
0.205,1.87710724869596,1.48840035680188,1.60054317633378,2.29019045519627
0.205,0.597243749999636,0.346162973325304,0.383586686860267,0.698760964106772
0.205,1.50712688003036,1.48842590002863,1.60061494766857,2.29023009648132
0.205,0.707526925337782,0.346163474426223,0.383600041510306,0.698524868314643
0.205,1.53454217781062,1.48841928775332,1.60059340200503,2.28974086700988
0.205,0.6128965198504,0.346163388465817,0.383597613835337,0.698761094984956
0.205,1.61917525521926,1.48841874267402,1.60059539233534,2.29020443592159
0.205,0.380689807223835,0.346163549220281,0.383601440501791,0.698529330904019
0.205,1.37796004631107,1.49579471243111,1.60059931547846,2.28974778310176
0.205,0.405984772283069,0.346163474985316,0.383600050914015,0.698762329291962
0.205,1.68355694081452,1.48841927849381,1.60059341807111,2.29020111781588
0.205,0.345371720271881,0.479863187469694,0.616330481361187,0.813975757295685
0.205,1.51161299693261,1.74406932498484,2.14392877018526,2.56445511479016
0.205,0.544355585128767,0.346142755313733,0.383031392910448,0.699042776966706
0.205,2.08616473065639,1.48810085450971,1.59869515722427,2.28852597945669
0.21,0.384953921650588,0.346264137194284,0.386528368906096,0.70787931794792
0.21,1.7660990111797,1.48728809121832,1.60680024198255,2.30315719485205
0.21,0.595167426483593,0.34624021811024,0.386030503632079,0.70708194205677
0.21,1.83342159670075,1.48737740875008,1.60669714898105,2.30286195840381
0.21,0.670666107610174,0.346249733507736,0.386275156133365,0.707063199343777
0.21,1.46528247469663,1.48745547608117,1.60681925666737,2.30281520820286
0.21,0.380935940455245,0.346249734124503,0.386275176380892,0.707063227488798
0.21,0.83057837932492,1.4874662754196,1.60681922897512,2.30281517572599
0.21,0.792933522328938,0.34602908796708,0.376444421502887,0.622439836948397
0.21,2.68392681816851,1.48542083020106,1.5813403287252,2.02314102395488
0.21,1.04708464410189,0.346249185906222,0.386248586346172,0.694749527833488
0.21,2.61756770057239,1.48745051255744,1.60676218449167,2.30222982694546
0.21,0.681497160775544,0.346249654433557,0.386272484840265,0.707059087266304
0.21,1.71761420547883,1.48745484824678,1.6068198047706,2.30281692455533
0.21,0.529127167504495,0.346249656422737,0.386273030692574,0.707065393834223
0.21,1.73781100915735,1.48745425336521,1.60681986980109,2.30281829908454
0.21,0.820877837646193,0.346249734124503,0.386275176380892,0.707063227488798
0.21,1.24357821890877,1.48745959040516,1.60681922897512,2.30281517572599
0.21,1.38464668814442,0.346249734124467,0.386275176378971,0.706593346679004
0.21,2.34189680598589,1.48745538332829,1.60681922897241,2.30241642544581
0.21,1.20705727520393,0.346249734124503,0.386275176380892,0.707063227488798
0.21,1.80665309086733,1.48745538332861,1.60681922897512,2.30281517572599
0.21,0.786430521874216,0.346249733486648,0.386275149540541,0.706857443546156
0.21,1.55806912659207,1.48745538011495,1.60681924854873,2.30241645152636
0.21,1.25137389044051,0.346249626466151,0.386269555358339,0.68860105839618
0.21,1.9148324657668,1.48745458324664,1.60681676234469,2.30241561563048
0.21,0.460139408340982,0.34625061467771,0.386233608494927,0.707624101175375
0.21,1.45605585306599,1.49977843378663,1.60788902243289,2.30406436828721
0.21,0.593015314044268,0.34554705733661,0.363638404272771,0.690995482108387
0.21,2.06790329708913,1.48006500912803,1.55830481576303,2.23443377316614
0.21,0.423826687644679,0.346250747046855,0.386289215853,0.707157983456142
0.21,1.87710724869596,1.48742945664211,1.60675680172961,2.30280880069538
0.21,0.597243749999636,0.346249008815333,0.386256389664952,0.706857767628637
0.21,1.50712688003036,1.48746292440838,1.60685176881963,2.30245677370322
0.21,0.707526925337782,0.3462497341245,0.386275176380771,0.707063227488605
0.21,1.53454217781062,1.48745538332859,1.60681922897524,2.30281517572615
0.21,0.6128965198504,0.346249598487482,0.386271452078997,0.707061912273793
0.21,1.61917525521926,1.48745452138443,1.60682261664879,2.30282042902951
0.21,0.380689807223835,0.346249863063821,0.386277486230407,0.707070356100356
0.21,1.37796004631107,1.49536966681607,1.60682867319555,2.30282574991753
0.21,0.405984772283069,0.346249735391766,0.386275197024492,0.706857601358749
0.21,1.68355694081452,1.48745536486019,1.60681926570789,2.30241650061012
0.21,0.345371720271881,0.476860773350208,0.616389174169422,0.818398409714332
0.21,1.51161299693261,1.73495611445722,2.14448481438885,2.56783538678911
0.21,0.544355585128767,0.346225272587138,0.385619123505928,0.707279985146898
0.21,2.08616473065639,1.48706587308591,1.60460574733884,2.30059510357925
0.215,0.384953921650588,0.346356727422385,0.3892637324146,0.716062499401963
0.215,1.7660990111797,1.48632607135115,1.61300798735068,2.31512817205488
0.215,0.595167426483593,0.346325392208834,0.388636476740557,0.715110168514538
0.215,1.83342159670075,1.48643172780945,1.61285219455729,2.31476343636629
0.215,0.670666107610174,0.346337347732432,0.388936578770199,0.715052019200998
0.215,1.46528247469663,1.48653103586851,1.61298587860935,2.31468313201578
0.215,0.380935940455245,0.346337348991226,0.388936619166455,0.715052068881132
0.215,0.83057837932492,1.48654587934164,1.61298582003366,2.31468306737286
0.215,0.792933522328938,0.346090600952931,0.378251682284195,0.631183085352784
0.215,2.68392681816851,1.48423313287041,1.58533038932412,2.03368169699734
0.215,1.04708464410189,0.346336560587001,0.388899497214498,0.702363546177884
0.215,2.61756770057239,1.48652376415078,1.61290568795862,2.31443596052849
0.215,0.681497160775544,0.346337223679573,0.388932481501403,0.714869291651567
0.215,1.71761420547883,1.48653002580552,1.61298692644501,2.31434262607402
0.215,0.529127167504495,0.346337235473761,0.388933519276326,0.715055854425606
0.215,1.73781100915735,1.48652914788908,1.61298718708168,2.31468800123091
0.215,0.820877837646193,0.346337348991226,0.388936619166455,0.715052068881132
0.215,1.24357821890877,1.4865364281704,1.61298582003366,2.31468306737286
0.215,1.38464668814442,0.346337348991107,0.388936619160334,0.714707309484316
0.215,2.34189680598589,1.48653087327967,1.61298582002496,2.31468306735285
0.215,1.20705727520393,0.346337348991226,0.388936619166455,0.715052068881132
0.215,1.80665309086733,1.48653087328072,1.61298582003366,2.31468306737286
0.215,0.786430521874216,0.346337347683228,0.388936565342038,0.715051941938306
0.215,1.55806912659207,1.48653086670832,1.61298586217094,2.31468312054325
0.215,1.25137389044051,0.346337181342273,0.388928161784414,0.695397820248572
0.215,1.9148324657668,1.48652961224208,1.61298221223084,2.31468227560745
0.215,0.460139408340982,0.346339533309375,0.388904760733599,0.715772928318178
0.215,1.45605585306599,1.49904155540384,1.61432977046529,2.31615989457922
0.215,0.593015314044268,0.345582012675333,0.365662789692522,0.702095671096246
0.215,2.06790329708913,1.47859109369886,1.56329988205034,2.24981223880151
0.215,0.423826687644679,0.346338906733144,0.388958037851876,0.71518189641967
0.215,1.87710724869596,1.48649619311228,1.6129099205147,2.31468359715689
0.215,0.597243749999636,0.346336329356116,0.388910829615363,0.715055871278606
0.215,1.50712688003036,1.48653926533331,1.613033519526,2.31473914873668
0.215,0.707526925337782,0.346337348991214,0.38893661916602,0.714875013171458
0.215,1.53454217781062,1.48653087328065,1.61298582003413,2.31433987077854
0.215,0.6128965198504,0.346337142371147,0.388931077302856,0.715050835180835
0.215,1.61917525521926,1.48652955621145,1.61299135250876,2.31469101224956
0.215,0.380689807223835,0.346337562400885,0.388940291769618,0.715062959133806
0.215,1.37796004631107,1.49497596960012,1.61300041488099,2.31469852443334
0.215,0.405984772283069,0.346337351688636,0.388936661746965,0.714875186196149
0.215,1.68355694081452,1.48653083824033,1.61298589811478,2.31434001467967
0.215,0.345371720271881,0.473979620573528,0.616318947021128,0.822615868066446
0.215,1.51161299693261,1.72616141855007,2.14462207744643,2.57088574010266
