"ACCESS-CM2.nc_piControl","date"
16.0414555969198,12/01/71
14.9409794251953,01/01/72
14.4140132116892,02/01/72
14.2669672211621,03/01/72
14.6402260027708,04/01/72
15.5936817350039,05/01/72
17.3092020647776,06/01/72
19.4771195622004,07/01/72
20.9277401895424,08/01/72
20.5744785075623,09/01/72
19.129795302155,10/01/72
17.5000922009285,11/01/72
15.8686495367288,12/01/72
14.8865771951141,01/01/73
14.2461022673878,02/01/73
14.0842063893322,03/01/73
14.4255436672444,04/01/73
15.5044071869974,05/01/73
17.2923170152241,06/01/73
19.4402973257918,07/01/73
20.82747054626,08/01/73
20.7742793471668,09/01/73
19.3595803923567,10/01/73
17.4621149916234,11/01/73
15.9491041315122,12/01/73
14.8490943763241,01/01/74
14.2147861690515,02/01/74
14.0899038297714,03/01/74
14.5136046511862,04/01/74
15.3811521843741,05/01/74
17.0842809226071,06/01/74
19.2315617735709,07/01/74
20.6164862826248,08/01/74
20.4885384798562,09/01/74
19.1617752868859,10/01/74
17.4350416868285,11/01/74
15.998124013884,12/01/74
14.9172309489285,01/01/75
14.3696039696667,02/01/75
14.226710242718,03/01/75
14.7249087433035,04/01/75
15.7249788159987,05/01/75
17.3631451471515,06/01/75
19.4871321540711,07/01/75
20.807640409434,08/01/75
20.5789140352096,09/01/75
19.0667718001805,10/01/75
17.4514868620853,11/01/75
15.9638216382434,12/01/75
14.9658829844924,01/01/76
14.4308613664281,02/01/76
14.3375116484855,03/01/76
14.6820603171379,04/01/76
15.7102007356914,05/01/76
17.3506445231738,06/01/76
19.4564518580169,07/01/76
20.8233073794379,08/01/76
20.6352143107661,09/01/76
19.1856294915764,10/01/76
17.4683186068917,11/01/76
16.0068270050382,12/01/76
14.9354948733428,01/01/77
14.4219531960514,02/01/77
14.3723170050757,03/01/77
14.6427130436739,04/01/77
15.6267299072168,05/01/77
17.472263048037,06/01/77
19.6090830626667,07/01/77
21.2404545804479,08/01/77
20.9571362156483,09/01/77
19.2327461521854,10/01/77
17.4726326569853,11/01/77
16.0586682944533,12/01/77
14.9947992678752,01/01/78
14.4131341238985,02/01/78
14.2719278666477,03/01/78
14.6942798797222,04/01/78
15.5861380119635,05/01/78
17.2414207837307,06/01/78
19.3042741842518,07/01/78
20.6478631748047,08/01/78
20.6959067212626,09/01/78
19.3161452835726,10/01/78
17.5393166752336,11/01/78
16.0498693767813,12/01/78
15.0553185480777,01/01/79
14.5217415547378,02/01/79
14.295227547782,03/01/79
14.6499360571619,04/01/79
15.5158536104825,05/01/79
17.2406476446314,06/01/79
19.2799970658659,07/01/79
20.8444053762797,08/01/79
20.7348815223002,09/01/79
19.205156099719,10/01/79
17.4280918051019,11/01/79
16.0338322471602,12/01/79
15.0421353149636,01/01/80
14.4317014668624,02/01/80
14.3061512763718,03/01/80
14.7352007445609,04/01/80
15.8545641978651,05/01/80
17.5417669314559,06/01/80
19.3715797975252,07/01/80
20.8907841405974,08/01/80
20.9006111570574,09/01/80
19.270781842525,10/01/80
17.5799994308511,11/01/80
16.1840591213718,12/01/80
15.1097550297628,01/01/81
14.4444292968176,02/01/81
14.2490919588392,03/01/81
14.5758517100481,04/01/81
15.7095966519365,05/01/81
17.4600506441481,06/01/81
19.6476781224486,07/01/81
21.1652070004044,08/01/81
21.0082457762636,09/01/81
19.3047290367418,10/01/81
17.6691652768219,11/01/81
16.064389964323,12/01/81
15.0373482403071,01/01/82
14.497826776471,02/01/82
14.369922256276,03/01/82
14.7528395496692,04/01/82
15.8144824422568,05/01/82
17.2835864906262,06/01/82
19.3228876732673,07/01/82
20.5727030409784,08/01/82
20.6865117596012,09/01/82
19.3127206738444,10/01/82
17.6505995858646,11/01/82
15.966642935153,12/01/82
14.8978336378376,01/01/83
14.3085474569106,02/01/83
14.135943712464,03/01/83
14.512986029773,04/01/83
15.4663042049214,05/01/83
17.4819938075779,06/01/83
19.6947189008868,07/01/83
20.9906386896824,08/01/83
20.9041636320981,09/01/83
19.4794404112373,10/01/83
17.8046392913607,11/01/83
16.239298698543,12/01/83
15.0033930063247,01/01/84
14.40969695892,02/01/84
14.2948180704072,03/01/84
14.7556404718305,04/01/84
15.8655760334747,05/01/84
17.677144909343,06/01/84
20.0287278774222,07/01/84
21.4003512000891,08/01/84
21.0810566465391,09/01/84
19.571869080421,10/01/84
17.9356948489872,11/01/84
16.5529949320511,12/01/84
15.3202402772644,01/01/85
14.7357098930019,02/01/85
14.5978464160845,03/01/85
14.89624187439,04/01/85
15.9088807438695,05/01/85
17.5692435461342,06/01/85
19.551989052995,07/01/85
21.0320065875131,08/01/85
21.0673948821735,09/01/85
19.6391681958017,10/01/85
17.7224481072158,11/01/85
16.1979425850262,12/01/85
15.0469363766096,01/01/86
14.4292991188322,02/01/86
14.3183489223349,03/01/86
14.5906860687143,04/01/86
15.7322388344351,05/01/86
17.5819753409053,06/01/86
19.5889840892963,07/01/86
21.1048408061489,08/01/86
21.0996367650209,09/01/86
19.7166391564914,10/01/86
17.6806187488685,11/01/86
16.1204136939709,12/01/86
15.0803934755284,01/01/87
14.4661503204236,02/01/87
14.2732320708092,03/01/87
14.7108756078492,04/01/87
15.7154395790923,05/01/87
17.3191698322018,06/01/87
19.4199417407261,07/01/87
20.9875857814442,08/01/87
20.9130339164563,09/01/87
19.4037699174985,10/01/87
17.6697324657622,11/01/87
16.1077089921085,12/01/87
14.955049565598,01/01/88
14.4729050451011,02/01/88
14.349579006193,03/01/88
14.7645852066205,04/01/88
15.9003594734438,05/01/88
17.6644127841707,06/01/88
19.6182367212274,07/01/88
21.088337480259,08/01/88
20.8242233620431,09/01/88
19.4282904315267,10/01/88
17.6058947447905,11/01/88
16.0193224527284,12/01/88
14.9081031718049,01/01/89
14.3414527856176,02/01/89
14.2308860749243,03/01/89
14.4775787921033,04/01/89
15.4171436817192,05/01/89
17.1488673329801,06/01/89
19.1080184407251,07/01/89
20.6423769709456,08/01/89
20.652956531489,09/01/89
19.2676711140551,10/01/89
17.620674697372,11/01/89
16.1128676581213,12/01/89
14.8910304542991,01/01/90
14.3112752502455,02/01/90
14.1678385637869,03/01/90
14.4464220573393,04/01/90
15.4175953403297,05/01/90
17.1199782526397,06/01/90
19.171921140624,07/01/90
20.583772586686,08/01/90
20.6199751003436,09/01/90
19.2583262632612,10/01/90
17.5842156821527,11/01/90
16.0325098709259,12/01/90
14.8799823846776,01/01/91
14.3521813571584,02/01/91
14.1682709489869,03/01/91
14.5600847385767,04/01/91
15.5635058516384,05/01/91
17.290439895166,06/01/91
19.2656432208593,07/01/91
20.6380625904506,08/01/91
20.4141698774695,09/01/91
19.2754303688928,10/01/91
17.4339838519213,11/01/91
15.952198780451,12/01/91
14.9346209618396,01/01/92
14.3791849472738,02/01/92
14.2003711997999,03/01/92
14.565078314061,04/01/92
15.5731690991753,05/01/92
17.453998022285,06/01/92
19.5952283439275,07/01/92
20.8199674625826,08/01/92
20.7562800742135,09/01/92
19.3178759257102,10/01/92
17.6145930001924,11/01/92
16.0120000985754,12/01/92
14.9009921643658,01/01/93
14.3981635297529,02/01/93
14.230036613119,03/01/93
14.7155408745507,04/01/93
15.7211710508679,05/01/93
17.6468364249126,06/01/93
19.8345492568887,07/01/93
21.12588043209,08/01/93
20.8925838366118,09/01/93
19.279045730319,10/01/93
17.5084933154059,11/01/93
15.9699778959885,12/01/93
14.9409040936933,01/01/94
14.3275591896559,02/01/94
14.2374862819157,03/01/94
14.595726891588,04/01/94
15.6355484287008,05/01/94
17.4989947178624,06/01/94
19.6172060893626,07/01/94
21.0388586704476,08/01/94
20.8194576533389,09/01/94
19.3084374612077,10/01/94
17.5638323433758,11/01/94
16.1014005294866,12/01/94
15.0106259318526,01/01/95
14.4600600328095,02/01/95
14.318389011029,03/01/95
14.6471023151357,04/01/95
15.5412309652789,05/01/95
17.2173094166759,06/01/95
19.3389521160646,07/01/95
20.9592751236892,08/01/95
20.6792290536072,09/01/95
19.1672136926867,10/01/95
17.397506774763,11/01/95
16.036520943005,12/01/95
14.9776119011099,01/01/96
14.4014696355393,02/01/96
14.3150834559114,03/01/96
14.5877070602391,04/01/96
15.5515045741958,05/01/96
17.2455993692813,06/01/96
19.4014860734099,07/01/96
20.746874870111,08/01/96
20.4360533483934,09/01/96
19.0183002738736,10/01/96
17.3932645318905,11/01/96
15.8561605869312,12/01/96
14.787977730527,01/01/97
14.2306678999163,02/01/97
14.2030203576195,03/01/97
14.5434107053358,04/01/97
15.5871387975754,05/01/97
17.276149817615,06/01/97
19.2481981410608,07/01/97
20.7372739582907,08/01/97
20.4404742282486,09/01/97
19.1503624542021,10/01/97
17.5145419724531,11/01/97
16.0738641121685,12/01/97
14.9316385392173,01/01/98
14.3399279835052,02/01/98
14.199141556204,03/01/98
14.6543117821695,04/01/98
15.6672286292966,05/01/98
17.5835009139541,06/01/98
19.6602802897667,07/01/98
20.9152315257991,08/01/98
20.7977867406004,09/01/98
19.5453248582804,10/01/98
17.8351642987923,11/01/98
16.1776711421645,12/01/98
15.0654123085403,01/01/99
14.4784131655814,02/01/99
14.3102762267741,03/01/99
14.5904948764812,04/01/99
15.5557236889756,05/01/99
17.5285660769379,06/01/99
19.599774335751,07/01/99
20.8753894212848,08/01/99
20.9001020086164,09/01/99
19.2971932433332,10/01/99
17.5250805632322,11/01/99
16.0154935419129,12/01/99
14.9356296770832,01/01/00
14.3711892352215,02/01/00
14.2395107609645,03/01/00
14.6951110593208,04/01/00
15.8826530461977,05/01/00
17.7791074188782,06/01/00
19.6980224735964,07/01/00
21.1500991795753,08/01/00
20.966443510825,09/01/00
19.5830291560915,10/01/00
17.8017855049874,11/01/00
16.1306059140283,12/01/00
15.0259314428075,01/01/01
14.4463119235644,02/01/01
14.3121817613461,03/01/01
14.7310017842619,04/01/01
15.6607276528363,05/01/01
17.4370326852097,06/01/01
19.5555961543881,07/01/01
20.9685763615082,08/01/01
20.8852861524243,09/01/01
19.6100869320242,10/01/01
17.8201836824732,11/01/01
16.1681632933839,12/01/01
15.0865821126033,01/01/02
14.5332137495261,02/01/02
14.41118288381,03/01/02
14.8110668358838,04/01/02
15.804335927716,05/01/02
17.6109714712748,06/01/02
19.7190472314779,07/01/02
21.0208755871591,08/01/02
20.9023379445129,09/01/02
19.4292786618882,10/01/02
17.6692463352802,11/01/02
16.1853632153995,12/01/02
15.0478402444995,01/01/03
14.4199313602132,02/01/03
14.2322759631626,03/01/03
14.6135945546805,04/01/03
15.5667799084964,05/01/03
17.2220568431735,06/01/03
19.2036576195788,07/01/03
20.7390001950773,08/01/03
20.8639956417441,09/01/03
19.0024402393625,10/01/03
17.5572387444108,11/01/03
16.1279534521954,12/01/03
15.0698581887625,01/01/04
14.512549239222,02/01/04
14.383158794137,03/01/04
14.637170451322,04/01/04
15.7794739989858,05/01/04
17.7718841851226,06/01/04
19.8793535487615,07/01/04
21.337131880263,08/01/04
20.9382465111255,09/01/04
19.3787571054967,10/01/04
17.5654777419716,11/01/04
15.9640590866619,12/01/04
14.8632565885626,01/01/05
14.3634481524567,02/01/05
14.3021985751933,03/01/05
14.726967143555,04/01/05
16.0015133808042,05/01/05
17.7914913010546,06/01/05
19.9261797866063,07/01/05
21.127557108678,08/01/05
21.0761051421568,09/01/05
19.6295025253218,10/01/05
17.7107909978195,11/01/05
16.1502212899934,12/01/05
15.0117571158538,01/01/06
14.4492495217403,02/01/06
14.3138233052598,03/01/06
14.5632625385155,04/01/06
15.6399677666832,05/01/06
17.3272694004037,06/01/06
19.5030533128272,07/01/06
21.0370211985484,08/01/06
20.9259299206856,09/01/06
19.3308203888004,10/01/06
17.5821352551463,11/01/06
16.1169090169885,12/01/06
15.0627508157379,01/01/07
14.5235681233932,02/01/07
14.3810382784365,03/01/07
14.7647780508602,04/01/07
15.910034285027,05/01/07
17.4949593062191,06/01/07
19.3266996234816,07/01/07
20.6840205336147,08/01/07
20.8905052818795,09/01/07
19.3410351862816,10/01/07
17.7545175205718,11/01/07
16.2883001885743,12/01/07
15.1097689066185,01/01/08
14.5185572569063,02/01/08
14.3440258409988,03/01/08
14.6552506725999,04/01/08
15.627111300479,05/01/08
17.2519152108662,06/01/08
19.3666041738462,07/01/08
20.853533814206,08/01/08
20.7187044126513,09/01/08
19.1224816485702,10/01/08
17.5406064518706,11/01/08
16.1454032677462,12/01/08
15.051583581372,01/01/09
14.4893059465804,02/01/09
14.4218851333786,03/01/09
14.7775415641584,04/01/09
15.803926560475,05/01/09
17.8896934029821,06/01/09
20.0653918515964,07/01/09
21.4000290587977,08/01/09
21.270918243367,09/01/09
19.7926685762024,10/01/09
17.8780585406083,11/01/09
16.3591210516726,12/01/09
15.2761951375014,01/01/10
14.6722563186367,02/01/10
14.4957744335772,03/01/10
14.924843615712,04/01/10
15.9577679150426,05/01/10
17.6697615410788,06/01/10
19.9203509565737,07/01/10
21.1994179650119,08/01/10
20.9645365445139,09/01/10
19.7038179330952,10/01/10
17.9073294547461,11/01/10
16.3735858013905,12/01/10
15.3641225291743,01/01/11
14.7574385158383,02/01/11
14.5784016373366,03/01/11
14.9342642385429,04/01/11
15.9726159302969,05/01/11
17.7881065597529,06/01/11
19.8968329902977,07/01/11
21.2425637523696,08/01/11
21.1243663129538,09/01/11
19.7654480225506,10/01/11
17.9496742391595,11/01/11
16.3262523975126,12/01/11
15.2300686896619,01/01/12
14.6301976617703,02/01/12
14.60461975337,03/01/12
15.0181548969671,04/01/12
16.0293374675421,05/01/12
17.9951169765249,06/01/12
20.1362017013171,07/01/12
21.4301624305262,08/01/12
21.2758614877162,09/01/12
19.9159054067529,10/01/12
18.0657738504325,11/01/12
16.4431777918292,12/01/12
15.3370390920721,01/01/13
14.6629948391104,02/01/13
14.4990253623425,03/01/13
14.8135773352809,04/01/13
15.7415537288422,05/01/13
17.4164431760063,06/01/13
19.4899639136893,07/01/13
21.1703939707973,08/01/13
21.0676192246728,09/01/13
19.5149589941533,10/01/13
17.8232644545563,11/01/13
16.3906515804684,12/01/13
15.3131967818292,01/01/14
14.721131154827,02/01/14
14.6109926442502,03/01/14
14.9137128356256,04/01/14
15.7851930256449,05/01/14
17.3638140996998,06/01/14
19.6453667449164,07/01/14
20.9882205925223,08/01/14
20.8799369549811,09/01/14
19.3908449480864,10/01/14
17.7406385724022,11/01/14
16.2337208633832,12/01/14
15.0843414409545,01/01/15
14.3980865462443,02/01/15
14.2003073222105,03/01/15
14.5332770764466,04/01/15
15.5310508599367,05/01/15
17.3645999041832,06/01/15
19.3883248670508,07/01/15
20.8960138428949,08/01/15
20.951199674784,09/01/15
19.5651388054415,10/01/15
17.6989163742179,11/01/15
16.1950585118649,12/01/15
15.1986593080184,01/01/16
14.6285179014367,02/01/16
14.3584479689459,03/01/16
14.7931319911888,04/01/16
15.7172014992219,05/01/16
17.8339874092746,06/01/16
19.9069727866782,07/01/16
21.1775983716774,08/01/16
21.0096625371429,09/01/16
19.5729114965997,10/01/16
17.7405624699638,11/01/16
16.2666815893789,12/01/16
15.1433355886432,01/01/17
14.5607412460084,02/01/17
14.3986879867886,03/01/17
14.7382311855089,04/01/17
15.7428352454461,05/01/17
17.4575138227787,06/01/17
19.4717695938208,07/01/17
21.0246297171416,08/01/17
20.8293955745102,09/01/17
19.1244077781581,10/01/17
17.5831536621621,11/01/17
16.0902790006372,12/01/17
15.0021272388507,01/01/18
14.4792809095932,02/01/18
14.3154403994756,03/01/18
14.7397288947128,04/01/18
15.6921693036758,05/01/18
17.2791769545498,06/01/18
19.3020014636745,07/01/18
20.6887628939586,08/01/18
20.5608466995834,09/01/18
19.2659410225864,10/01/18
17.3910115252589,11/01/18
16.0076750351043,12/01/18
14.9689009803239,01/01/19
14.5009422406933,02/01/19
14.3991595796124,03/01/19
14.8173165972038,04/01/19
15.8037886729889,05/01/19
17.6190514356648,06/01/19
19.8678949004274,07/01/19
21.1302361127506,08/01/19
21.201286274368,09/01/19
19.5599459979585,10/01/19
17.8094671155139,11/01/19
16.2004231280366,12/01/19
15.1079548932133,01/01/20
14.5943988985312,02/01/20
14.4547577523544,03/01/20
14.7601510005785,04/01/20
15.81064240793,05/01/20
17.5674863617569,06/01/20
19.6687623525686,07/01/20
21.1619553007027,08/01/20
21.056003415442,09/01/20
19.3688403300102,10/01/20
17.6228410287228,11/01/20
16.1713918649928,12/01/20
15.1470877362177,01/01/21
14.6003188091956,02/01/21
14.4853629371741,03/01/21
14.7459207256672,04/01/21
15.7273612298157,05/01/21
17.6571903213515,06/01/21
19.8403326016723,07/01/21
21.163386268839,08/01/21
21.1329026717066,09/01/21
19.6544763499672,10/01/21
17.6990571251821,11/01/21
16.1583224000682,12/01/21
14.9979387412603,01/01/22
14.422994180491,02/01/22
14.2321982087175,03/01/22
14.6346671106203,04/01/22
15.7101028267656,05/01/22
17.8752099305225,06/01/22
20.0861704604912,07/01/22
21.3754006136702,08/01/22
21.3423795343659,09/01/22
19.8659778018091,10/01/22
17.9248091165498,11/01/22
16.3706923668583,12/01/22
15.2703189499457,01/01/23
14.6099892154278,02/01/23
14.4111707690948,03/01/23
14.8333266339163,04/01/23
15.9275238588705,05/01/23
17.8015002585106,06/01/23
19.8943014553495,07/01/23
21.2718287192835,08/01/23
21.2822772206349,09/01/23
19.9233928514343,10/01/23
18.1010033321895,11/01/23
16.5720256078057,12/01/23
15.4210196196566,01/01/24
14.8364393447941,02/01/24
14.6226059204041,03/01/24
14.9616929450292,04/01/24
16.1798045435166,05/01/24
18.0347036808154,06/01/24
20.1831652759791,07/01/24
21.6230062297087,08/01/24
21.3761708892913,09/01/24
19.723923073957,10/01/24
18.0205319970723,11/01/24
16.4595977464516,12/01/24
15.3926723974883,01/01/25
14.7311959501069,02/01/25
14.6115478286091,03/01/25
15.0165359304772,04/01/25
16.1001502908748,05/01/25
17.9776470064934,06/01/25
19.9803679166292,07/01/25
21.6191778695621,08/01/25
21.4289893956905,09/01/25
19.7773787042435,10/01/25
17.874872700904,11/01/25
16.4144411366332,12/01/25
15.2926853574721,01/01/26
14.6722934337189,02/01/26
14.5657077285841,03/01/26
14.971831640072,04/01/26
15.9264165738984,05/01/26
17.6229911410578,06/01/26
19.7296351621882,07/01/26
21.0694372028938,08/01/26
20.917929472881,09/01/26
19.5866545396912,10/01/26
17.9407770821603,11/01/26
16.3633714444444,12/01/26
15.3661253118695,01/01/27
14.7289273044793,02/01/27
14.5073755950159,03/01/27
14.7646248547794,04/01/27
16.0011920104493,05/01/27
17.8488672531898,06/01/27
19.6724692351616,07/01/27
21.1822456865737,08/01/27
20.9381052094924,09/01/27
19.6022249223746,10/01/27
17.8970658680026,11/01/27
16.3652593576124,12/01/27
15.2329468155994,01/01/28
14.7225220342693,02/01/28
14.6658397046479,03/01/28
15.0892335832322,04/01/28
16.0743597141552,05/01/28
18.0599900651138,06/01/28
20.024490370302,07/01/28
21.326496371762,08/01/28
21.1190592967463,09/01/28
19.7117347893647,10/01/28
17.8169597364827,11/01/28
16.3547481901432,12/01/28
15.2203803316244,01/01/29
14.6358210923129,02/01/29
14.5401014056699,03/01/29
14.8187888655056,04/01/29
15.6971319315694,05/01/29
17.4010973560898,06/01/29
19.3583064749833,07/01/29
20.8297554916863,08/01/29
20.8942447640699,09/01/29
19.4583908732564,10/01/29
17.6946502323163,11/01/29
16.1321249891845,12/01/29
15.0995171041889,01/01/30
14.5387188963945,02/01/30
14.3640434255096,03/01/30
14.7752128956235,04/01/30
15.8138911340198,05/01/30
17.4303098993269,06/01/30
19.4123063863851,07/01/30
20.8894381957352,08/01/30
20.7783147588102,09/01/30
19.5015267485744,10/01/30
17.71635572706,11/01/30
16.1690250901719,12/01/30
15.0980123464235,01/01/31
14.4956516344183,02/01/31
14.3321291906423,03/01/31
14.745080074564,04/01/31
15.8086634141302,05/01/31
17.4834642036055,06/01/31
19.5430453094091,07/01/31
20.7914182550712,08/01/31
20.8077941561837,09/01/31
19.433281584068,10/01/31
17.8532927586636,11/01/31
16.4095439282018,12/01/31
15.2239417275009,01/01/32
14.5409276292486,02/01/32
14.4435911787912,03/01/32
14.8080097425622,04/01/32
15.7715163932197,05/01/32
17.6310621846121,06/01/32
19.692737924679,07/01/32
21.0547452471984,08/01/32
20.7352064169359,09/01/32
19.212880992819,10/01/32
17.5289537478253,11/01/32
16.0010708632969,12/01/32
14.9528951286949,01/01/33
14.322769361655,02/01/33
14.259381757421,03/01/33
14.5953628994622,04/01/33
15.5307605473063,05/01/33
17.3115602491641,06/01/33
19.4288631271558,07/01/33
20.9424605597516,08/01/33
20.9582530822588,09/01/33
19.330914993713,10/01/33
17.7256642337082,11/01/33
16.2761609135119,12/01/33
15.1602144707053,01/01/34
14.618149797741,02/01/34
14.5575945037941,03/01/34
14.7965847951633,04/01/34
15.8665626118296,05/01/34
17.6853639726906,06/01/34
19.840124889373,07/01/34
21.2115323498412,08/01/34
21.1715538997137,09/01/34
19.5977741962664,10/01/34
17.8004980411597,11/01/34
16.2042040205263,12/01/34
15.1826358349854,01/01/35
14.520584709567,02/01/35
14.4227133393652,03/01/35
14.670724798364,04/01/35
15.709734319155,05/01/35
17.5080034403755,06/01/35
19.5804204173673,07/01/35
20.9765469630598,08/01/35
20.8060722146143,09/01/35
19.4587861433743,10/01/35
17.6961309809188,11/01/35
16.1799161090305,12/01/35
15.1002058808167,01/01/36
14.4123191339648,02/01/36
14.2675716353183,03/01/36
14.7736073654541,04/01/36
15.8783882259014,05/01/36
17.5298018880252,06/01/36
19.4381502678516,07/01/36
20.8518651773836,08/01/36
20.8487803303508,09/01/36
19.2524252956061,10/01/36
17.5662422906365,11/01/36
16.1123106014882,12/01/36
14.9756065853378,01/01/37
14.342407315044,02/01/37
14.194574308562,03/01/37
14.4701662383888,04/01/37
15.3953054757768,05/01/37
17.3661005869989,06/01/37
19.5598555781294,07/01/37
20.9325724190466,08/01/37
20.8561746018588,09/01/37
19.3894738927236,10/01/37
17.5478561177322,11/01/37
16.0197645297006,12/01/37
14.8366458456219,01/01/38
14.2982425700016,02/01/38
14.1846768064861,03/01/38
14.6025219252271,04/01/38
15.6078888818225,05/01/38
17.2828287702554,06/01/38
19.289536963575,07/01/38
20.6586393241362,08/01/38
20.6174432349942,09/01/38
19.2484795328555,10/01/38
17.5502086852962,11/01/38
16.0087618351943,12/01/38
14.8862523004784,01/01/39
14.3452664979722,02/01/39
14.1692838493139,03/01/39
14.5921370811976,04/01/39
15.6447868902682,05/01/39
17.3535530460332,06/01/39
19.4972015749695,07/01/39
21.0273032145254,08/01/39
20.9026431252029,09/01/39
19.2574510301527,10/01/39
17.5651441467677,11/01/39
15.9916876859495,12/01/39
14.8881120194,01/01/40
14.3403664260627,02/01/40
14.2658010146205,03/01/40
14.6281120584765,04/01/40
15.7052182837184,05/01/40
17.4916621212684,06/01/40
19.421250129971,07/01/40
20.6944042763065,08/01/40
20.574160771622,09/01/40
19.2395672875292,10/01/40
17.738623564858,11/01/40
16.255637154172,12/01/40
15.0881716733754,01/01/41
14.5753943244813,02/01/41
14.5173416002997,03/01/41
14.7687249149486,04/01/41
15.7897937539544,05/01/41
17.522833283557,06/01/41
19.6076270941635,07/01/41
20.974716649856,08/01/41
20.9691752689757,09/01/41
19.2944800977904,10/01/41
17.6788341411813,11/01/41
16.0772017162146,12/01/41
14.9558782121198,01/01/42
14.3407290965832,02/01/42
14.1548454215682,03/01/42
14.579879522461,04/01/42
15.6614862542773,05/01/42
17.3292869410248,06/01/42
19.2518518290406,07/01/42
20.721004336271,08/01/42
20.7931160773439,09/01/42
19.3570026012232,10/01/42
17.5492431424923,11/01/42
15.9238401043701,12/01/42
14.9447150527036,01/01/43
14.4494483132039,02/01/43
14.2908433424738,03/01/43
14.6766183870562,04/01/43
15.8586608438873,05/01/43
17.5886392052186,06/01/43
19.5410530995563,07/01/43
20.9285837041237,08/01/43
20.881394024822,09/01/43
19.6245215050878,10/01/43
17.9458025964393,11/01/43
16.2712161272898,12/01/43
15.1549281596475,01/01/44
14.6146408255413,02/01/44
14.5172229862243,03/01/44
15.0142454783622,04/01/44
15.9628882545017,05/01/44
17.4083372200454,06/01/44
19.4432766646684,07/01/44
20.8794706485785,08/01/44
20.6057035252668,09/01/44
19.2642481563336,10/01/44
17.5562695671923,11/01/44
15.9901118918993,12/01/44
14.9675662691068,01/01/45
14.4601179631751,02/01/45
14.2551276201009,03/01/45
14.6845754421535,04/01/45
15.6129843310485,05/01/45
17.4733207728104,06/01/45
19.4986357369853,07/01/45
20.9130562736126,08/01/45
20.9022228547182,09/01/45
19.5196270141993,10/01/45
17.6185771996304,11/01/45
16.0572514234402,12/01/45
14.9895324504955,01/01/46
14.3829362137781,02/01/46
14.2731467171337,03/01/46
14.5189932765208,04/01/46
15.588504566517,05/01/46
17.3514124859857,06/01/46
19.5091174987366,07/01/46
20.9565088936669,08/01/46
20.7316793827971,09/01/46
19.1534300102323,10/01/46
17.3169559230603,11/01/46
15.8981104316281,12/01/46
14.8774172589282,01/01/47
14.3017607934384,02/01/47
14.1576889655004,03/01/47
14.4961947040619,04/01/47
15.4408588975859,05/01/47
17.0386071245821,06/01/47
19.0962339065514,07/01/47
20.5513164936465,08/01/47
20.4025702579037,09/01/47
19.0407705375498,10/01/47
17.3614222143781,11/01/47
15.8633352516922,12/01/47
14.7893833678951,01/01/48
14.198845626751,02/01/48
14.0660085451829,03/01/48
14.5462606370269,04/01/48
15.6910760056931,05/01/48
17.359679127124,06/01/48
19.3715407000351,07/01/48
20.8258548837833,08/01/48
20.6978351636598,09/01/48
19.2665382780473,10/01/48
17.5105094242879,11/01/48
16.0395661418789,12/01/48
14.9051933273402,01/01/49
14.3579245031141,02/01/49
14.2447163439654,03/01/49
14.6413352701508,04/01/49
15.7897109333558,05/01/49
17.6925574703271,06/01/49
19.7208328303692,07/01/49
21.1961614194241,08/01/49
21.1008842502883,09/01/49
19.4571981244751,10/01/49
17.7728958739781,11/01/49
16.2877896083943,12/01/49
15.2469441575769,01/01/50
14.6649458589314,02/01/50
14.5543557998779,03/01/50
14.8875038606955,04/01/50
15.8310124205202,05/01/50
17.678231709433,06/01/50
19.7764762680926,07/01/50
21.1138717756845,08/01/50
20.8767434059125,09/01/50
19.3834752364102,10/01/50
17.7565023514617,11/01/50
16.1599937902349,12/01/50
15.1488028494931,01/01/51
14.5583303075437,02/01/51
14.4291733460613,03/01/51
14.8476306984567,04/01/51
15.8116964982889,05/01/51
17.5637113063572,06/01/51
19.610721412701,07/01/51
20.9201584703497,08/01/51
20.8122561159369,09/01/51
19.4165886078178,10/01/51
17.6921418254609,11/01/51
16.1658401315377,12/01/51
14.9532818083783,01/01/52
14.3301605494173,02/01/52
14.2038336955466,03/01/52
14.6444129584883,04/01/52
15.5691430489028,05/01/52
17.5145274347948,06/01/52
19.7224299903717,07/01/52
20.979585664041,08/01/52
20.9863135160775,09/01/52
19.4611542398006,10/01/52
17.7548649926314,11/01/52
16.2695548694303,12/01/52
15.1965516779696,01/01/53
14.5596001499674,02/01/53
14.4187109678543,03/01/53
14.6890782615372,04/01/53
15.8390080224387,05/01/53
17.6115990135238,06/01/53
19.5654957490057,07/01/53
20.8753397509524,08/01/53
20.9722149611609,09/01/53
19.7386193248696,10/01/53
17.9644386628787,11/01/53
16.2514222244757,12/01/53
15.163024974505,01/01/54
14.6206610680745,02/01/54
14.4709647082562,03/01/54
14.7539849409274,04/01/54
15.7820038819273,05/01/54
17.4040420028273,06/01/54
19.5858522151416,07/01/54
20.9784163737537,08/01/54
20.7651137941584,09/01/54
19.0244760252969,10/01/54
17.524600379974,11/01/54
16.0943904045852,12/01/54
15.0620394616863,01/01/55
14.4972815041519,02/01/55
14.3163855675311,03/01/55
14.6885935627942,04/01/55
15.5606842243274,05/01/55
17.1972274039069,06/01/55
19.27593357011,07/01/55
20.6955291826825,08/01/55
20.728310500759,09/01/55
