Survey,Haul,Latitude,Longitude,DateTime,Length (mm),Weight (g),Age,Maturity,MaturityTable,Sex
199605,8,56.7185,-155.48517,3/19/1996 8:38,270,120,3,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,340,274,3,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,450,694,,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,100,8,,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,110,8,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,110,8,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,120,10,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,130,10,,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,120,12,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,120,12,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,120,12,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,130,14,,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,130,14,,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,140,14,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,140,14,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,130,10,1,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,150,18,1,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,140,14,1,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,310,184,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,300,150,,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,290,148,3,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,300,154,,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,290,152,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,270,118,,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,310,190,,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,310,188,3,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,300,162,3,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,310,192,3,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,310,194,3,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,270,128,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,280,152,3,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,490,738,4,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,460,882,4,7,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,600,1260,,4,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,330,240,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,310,200,3,3,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,280,144,3,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,250,92,,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,280,152,3,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,340,262,3,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,280,142,3,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,320,216,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,350,308,3,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,340,294,,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,350,262,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,300,168,3,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,300,152,3,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,280,152,,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,280,156,3,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,330,246,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,410,488,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,300,162,3,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,320,226,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,280,144,3,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,270,132,2,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,420,558,,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,290,164,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,350,296,4,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,290,154,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,270,144,3,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,560,1370,7,4,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,300,178,3,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,280,150,3,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,290,146,3,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,300,174,3,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,300,176,3,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,260,116,,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,320,222,3,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,310,200,3,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,320,228,3,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,300,168,,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,300,160,,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,280,148,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,270,130,3,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,300,162,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,330,244,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,360,412,,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,520,904,8,6,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,320,206,,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,290,138,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,260,116,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,290,136,3,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,290,158,,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,280,134,3,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,340,238,3,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,290,178,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,340,256,3,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,360,316,,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,290,160,,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,310,196,,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,310,210,3,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,300,162,,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,250,90,,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,220,60,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,130,12,1,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,350,286,,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,330,236,3,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,250,92,2,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,500,950,,7,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,210,54,2,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,170,28,2,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,130,12,1,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,200,44,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,210,50,,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,220,58,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,320,206,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,270,122,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,130,12,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,270,110,3,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,300,152,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,300,154,3,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,530,1026,7,4,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,300,170,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,280,136,3,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,260,108,2,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,320,218,,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,220,62,2,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,210,54,2,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,230,68,2,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,210,52,2,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,190,36,2,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,200,54,2,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,210,54,,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,200,44,2,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,190,44,2,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,210,60,2,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,200,50,,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,190,38,,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,200,48,,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,210,56,,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,290,156,3,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,330,252,,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,130,14,,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,240,84,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,280,134,2,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,320,202,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,340,264,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,300,184,3,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,300,188,3,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,270,118,,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,310,202,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,160,22,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,180,30,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,180,36,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,180,36,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,190,38,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,190,38,,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,190,44,,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,190,44,,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,190,44,,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,200,44,,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,200,46,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,200,46,,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,200,46,,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,200,46,,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,200,48,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,200,48,,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,200,50,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,200,50,,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,200,52,,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,210,52,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,210,52,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,210,54,,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,210,54,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,210,54,,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,210,56,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,210,56,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,210,60,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,220,60,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,230,66,,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,230,66,,1,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,220,68,,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,220,58,2,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,250,96,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,350,282,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,340,264,,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,340,244,3,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,270,122,,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,340,260,3,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,380,416,,2,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,430,614,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,300,172,3,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,320,202,3,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,130,12,,1,11,2
199605,8,56.7185,-155.48517,3/19/1996 8:38,330,200,,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,290,166,3,2,11,1
199605,8,56.7185,-155.48517,3/19/1996 8:38,350,246,,2,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,500,1180,8,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,480,954,7,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,480,918,,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,540,1158,7,4,11,2
199605,9,56.809,-155.96133,3/19/1996 12:50,490,770,9,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,490,856,7,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,460,880,,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,450,828,,6,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,490,1244,9,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,520,1198,8,4,11,2
199605,9,56.809,-155.96133,3/19/1996 12:50,560,1472,,5,11,2
199605,9,56.809,-155.96133,3/19/1996 12:50,510,1106,,5,11,2
199605,9,56.809,-155.96133,3/19/1996 12:50,530,1116,7,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,510,1160,7,5,11,2
199605,9,56.809,-155.96133,3/19/1996 12:50,520,1058,,5,11,2
199605,9,56.809,-155.96133,3/19/1996 12:50,500,992,7,2,11,2
199605,9,56.809,-155.96133,3/19/1996 12:50,500,914,8,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,560,1462,,5,11,2
199605,9,56.809,-155.96133,3/19/1996 12:50,560,1538,,4,11,2
199605,9,56.809,-155.96133,3/19/1996 12:50,460,854,4,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,420,588,5,2,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,500,854,,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,490,966,7,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,520,1006,7,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,500,896,,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,560,1402,,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,470,1076,,6,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,440,596,5,2,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,110,10,1,1,11,2
199605,9,56.809,-155.96133,3/19/1996 12:50,100,10,1,1,11,2
199605,9,56.809,-155.96133,3/19/1996 12:50,520,1464,8,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,520,1222,,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,530,1372,,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,500,1060,,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,530,1572,,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,550,1574,8,4,11,2
199605,9,56.809,-155.96133,3/19/1996 12:50,540,1346,8,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,470,990,,4,11,2
199605,9,56.809,-155.96133,3/19/1996 12:50,470,932,8,6,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,500,766,,8,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,530,1136,,6,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,520,1320,,6,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,490,1000,7,6,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,510,1000,7,4,11,2
199605,9,56.809,-155.96133,3/19/1996 12:50,510,1260,,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,520,1316,7,4,11,2
199605,9,56.809,-155.96133,3/19/1996 12:50,440,712,7,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,510,1188,7,4,11,2
199605,9,56.809,-155.96133,3/19/1996 12:50,570,1264,11,6,11,2
199605,9,56.809,-155.96133,3/19/1996 12:50,500,980,,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,450,702,6,8,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,470,740,,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,480,1038,,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,390,420,5,8,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,490,948,,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,500,1134,7,4,11,2
199605,9,56.809,-155.96133,3/19/1996 12:50,520,1152,8,4,11,2
199605,9,56.809,-155.96133,3/19/1996 12:50,500,1136,8,5,11,1
199605,9,56.809,-155.96133,3/19/1996 12:50,490,1156,7,4,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,210,56,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,220,68,,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,200,48,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,310,200,3,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,170,38,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,460,744,,2,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,330,238,,2,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,180,40,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,190,48,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,210,56,,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,330,254,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,300,174,3,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,180,34,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,300,178,3,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,200,38,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,180,40,,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,190,40,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,190,40,,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,180,42,,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,180,42,,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,190,42,,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,190,42,,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,190,46,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,190,46,,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,190,46,,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,200,46,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,200,46,,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,200,48,,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,210,48,,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,190,50,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,200,50,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,200,50,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,200,52,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,210,54,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,200,56,,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,200,56,,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,210,56,,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,190,42,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,200,50,,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,210,62,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,310,214,3,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,260,120,3,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,290,164,3,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,210,58,2,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,200,54,,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,210,58,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,200,62,,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,210,64,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,210,66,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,220,68,,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,220,70,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,220,70,,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,220,70,,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,220,72,,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,210,62,2,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,310,222,3,2,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,310,200,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,300,166,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,290,166,3,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,260,116,,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,310,196,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,520,902,,5,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,330,250,3,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,310,182,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,300,170,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,290,150,3,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,300,174,3,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,310,218,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,290,168,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,320,220,4,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,290,154,3,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,280,152,3,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,280,146,3,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,310,216,3,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,300,182,3,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,300,168,3,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,310,200,3,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,290,152,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,270,136,3,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,290,162,,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,280,126,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,180,32,,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,180,36,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,180,38,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,190,38,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,270,138,3,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,320,212,,2,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,510,968,7,4,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,500,910,7,5,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,660,2162,,4,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,290,168,,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,280,158,,1,11,1
199605,10,56.89633,-155.72533,3/19/1996 19:52,290,164,3,1,11,2
199605,10,56.89633,-155.72533,3/19/1996 19:52,280,168,,1,11,2
199504,10,58.25,-154.02,3/23/1995 1:40,540,1178,8,4,3,1
199504,10,58.25,-154.02,3/23/1995 1:40,520,928,7,5,3,2
199504,10,58.25,-154.02,3/23/1995 1:40,510,904,6,5,3,1
199504,10,58.25,-154.02,3/23/1995 1:40,540,1164,9,5,3,1
199504,10,58.25,-154.02,3/23/1995 1:40,540,1004,,5,3,2
199504,10,58.25,-154.02,3/23/1995 1:40,480,806,,5,3,1
199504,10,58.25,-154.02,3/23/1995 1:40,500,1028,6,5,3,1
199504,10,58.25,-154.02,3/23/1995 1:40,520,1290,8,5,3,1
199504,10,58.25,-154.02,3/23/1995 1:40,490,966,,4,3,1
199504,10,58.25,-154.02,3/23/1995 1:40,490,768,,5,3,1
199504,10,58.25,-154.02,3/23/1995 1:40,520,1110,,4,3,1
199504,10,58.25,-154.02,3/23/1995 1:40,520,1274,,5,3,1
199504,10,58.25,-154.02,3/23/1995 1:40,480,860,,5,3,1
199504,10,58.25,-154.02,3/23/1995 1:40,500,1018,,5,3,1
199504,10,58.25,-154.02,3/23/1995 1:40,480,826,,5,3,1
199504,10,58.25,-154.02,3/23/1995 1:40,530,1394,,4,3,1
199504,10,58.25,-154.02,3/23/1995 1:40,560,1194,9,4,3,1
199504,10,58.25,-154.02,3/23/1995 1:40,480,850,7,5,3,1
199504,10,58.25,-154.02,3/23/1995 1:40,510,882,,5,3,1
199504,10,58.25,-154.02,3/23/1995 1:40,520,1038,6,5,3,1
199504,10,58.25,-154.02,3/23/1995 1:40,520,906,6,5,3,1
199504,10,58.25,-154.02,3/23/1995 1:40,500,916,,4,3,1
199504,10,58.25,-154.02,3/23/1995 1:40,460,710,,5,3,1
199504,10,58.25,-154.02,3/23/1995 1:40,560,1400,7,4,3,1
